team,observed_productivity,forecast_mean,forecast_lower80,forecast_upper80,forecast_lower95,forecast_upper95,prob_low,actual_low,pred_low_at_0_50
5,0.700556897,0.7011577981018481,0.6704171198589874,0.7315039273885654,0.6534792966926791,0.7454287943885118,1.0,1,1
6,0.394722222,0.4118613894004528,0.3752060132233634,0.44859573782849294,0.35905931017743825,0.46755568502444567,1.0,1,1
6,0.700246491,0.6969764017533898,0.6633484278682019,0.7296357239279887,0.6457632295183713,0.7445408126744945,1.0,1,1
7,0.625625,0.6189419982662834,0.5866164528649104,0.6518040483392333,0.5685458755267899,0.6697386224348281,1.0,1,1
7,0.650596491,0.6462773272333883,0.6097663215932518,0.6805429762186274,0.5903631452127598,0.6957802467894207,1.0,1,1
8,0.625625,0.6197535716399185,0.5856428496998283,0.6526614500140044,0.5662362051030959,0.6675258822039053,1.0,1,1
8,0.700505263,0.7006549445230799,0.6678844017287205,0.7305018411784603,0.6517459011065736,0.7454975439656567,1.0,1,1
9,0.505888889,0.5050009685754946,0.46964208664592155,0.5411983330254002,0.4491699360000541,0.5602952839379042,1.0,1,1
9,0.750347333,0.7516268598556698,0.7255689998230238,0.7762459790210383,0.7098098339494446,0.7900720827958226,1.0,1,1
10,0.628333333,0.6247335434924628,0.5920171323467704,0.6566949237289,0.5741209942778581,0.6722225793973257,1.0,1,1
10,0.750608,0.7495303250447853,0.7201298545965856,0.7762584886490422,0.7046291408218218,0.7891219628014138,1.0,1,1
11,0.874027778,0.8743027804511608,0.8583603002587353,0.8896714424039528,0.8483674106012016,0.8966919548191626,0.029666666666666668,0,0
11,0.800034503,0.8010458145186529,0.7774794977422844,0.8243865059741002,0.7635977637395607,0.8358805287417869,0.9983333333333333,1,1
12,0.922839506,0.9261746867256256,0.9158136828534568,0.9349804230787615,0.9098501492391057,0.9398446246097216,0.0,0,0
12,0.800401961,0.8005495491145231,0.7781823492376284,0.8215966217078992,0.7637549695742204,0.8320541409197464,0.9993333333333333,1,1
