scenario,wip_pieces,incentive_bdt,mean_productivity_uplift,pi80_lower,pi80_upper
High WIP,1075.0000000000002,18.0,0.05674811006497175,0.027876181028344126,0.08721298883175813
High WIP,1075.0000000000002,19.0,0.05761887532737175,0.02831933180626871,0.08848808295388526
High WIP,1075.0000000000002,20.0,0.05844455236336202,0.028815602866073688,0.0899143215114549
High WIP,1075.0000000000002,21.0,0.05922945304358371,0.029413627226839024,0.09101640127174031
High WIP,1075.0000000000002,22.0,0.05997730410482465,0.029863544571126898,0.09200066416015801
High WIP,1075.0000000000002,23.0,0.06069134803533352,0.030503064925503597,0.09316461190448923
High WIP,1075.0000000000002,24.0,0.06368053236962826,0.03315183500372261,0.09583644650999561
High WIP,1075.0000000000002,25.0,0.06642628080641462,0.035285748182641276,0.09840675184398279
High WIP,1075.0000000000002,26.0,0.0689891579314734,0.03698705095315481,0.10113036663964914
High WIP,1075.0000000000002,27.0,0.07141748174147132,0.03898576653724095,0.10431363832468275
High WIP,1075.0000000000002,28.0,0.07374989314784879,0.04086308118375428,0.1071706415050913
High WIP,1075.0000000000002,29.0,0.07601731566925332,0.04226110833203196,0.11004090883854278
High WIP,1075.0000000000002,30.0,0.07824447433305569,0.04368355278428351,0.11336089164438123
High WIP,1075.0000000000002,31.0,0.08045107607466706,0.04499936214005432,0.11623733479854713
High WIP,1075.0000000000002,32.0,0.08265274741842427,0.04686006528751465,0.11946104319084216
High WIP,1075.0000000000002,33.0,0.08486176985692306,0.04807006888751758,0.12276956041164178
High WIP,1075.0000000000002,34.0,0.08708767788047259,0.04955667645492744,0.12594622584318182
High WIP,1075.0000000000002,35.0,0.08933773168498355,0.05101124029920338,0.1290487462665822
High WIP,1075.0000000000002,36.0,0.09161731497421152,0.05269732613499376,0.13199414360146874
High WIP,1075.0000000000002,37.0,0.09393024642169218,0.05416414049115469,0.13500590187710268
High WIP,1075.0000000000002,38.0,0.09627904399875635,0.05555702604750799,0.13792425997627678
High WIP,1075.0000000000002,39.0,0.0986651444762185,0.05701074743675096,0.14135521573903112
High WIP,1075.0000000000002,40.0,0.10108908768320052,0.05833850390190658,0.14491770656210215
High WIP,1075.0000000000002,41.0,0.10355066072609964,0.05987531298430735,0.1484097325729854
High WIP,1075.0000000000002,42.0,0.1060490298630486,0.061330023390579046,0.1518447582406384
High WIP,1075.0000000000002,43.0,0.10858285292452051,0.06272627215421869,0.15555580336938596
High WIP,1075.0000000000002,44.0,0.11115036708414508,0.06424219434717844,0.1595380785979668
High WIP,1075.0000000000002,45.0,0.11374946408083222,0.06567028769603568,0.16330381158452698
High WIP,1075.0000000000002,46.0,0.1163777630694725,0.06720134153272711,0.16690565766747212
High WIP,1075.0000000000002,47.0,0.11903266882527128,0.06886116667911256,0.1707216984228424
High WIP,1075.0000000000002,48.0,0.12171140918691326,0.07014874786616372,0.17436265505432183
High WIP,1075.0000000000002,49.0,0.12441109944426476,0.0716958629992703,0.17825345825018327
High WIP,1075.0000000000002,50.0,0.1271287548899348,0.07304966147743523,0.18210729257391098
High WIP,1075.0000000000002,51.0,0.12986134003933233,0.07470165676087824,0.18629584635015783
High WIP,1075.0000000000002,52.0,0.1326057890426128,0.0764553284330045,0.19031014794877232
High WIP,1075.0000000000002,53.0,0.13535902933098778,0.07802856354772775,0.19439602479590068
High WIP,1075.0000000000002,54.0,0.13811800791741954,0.07968291033133663,0.19838233362107965
High WIP,1075.0000000000002,55.0,0.14087970274093378,0.08122655042980859,0.20272065164317826
High WIP,1075.0000000000002,56.0,0.14364113569097292,0.0827324582879399,0.20689136841535286
High WIP,1075.0000000000002,57.0,0.14639939279223682,0.084322509439225,0.21070749036302377
High WIP,1075.0000000000002,58.0,0.1491516442583698,0.08589226917909923,0.21492678154149558
High WIP,1075.0000000000002,59.0,0.15189512585029444,0.087444794293837,0.2195051525316525
High WIP,1075.0000000000002,60.0,0.1546271700530859,0.0890368963391507,0.2231542929876195
High WIP,1075.0000000000002,61.0,0.15734521391587206,0.09057927279992678,0.22696230243092527
High WIP,1075.0000000000002,62.0,0.16004672317370877,0.09208885810738557,0.2310899464181574
High WIP,1075.0000000000002,63.0,0.1627275016685506,0.09359795456564621,0.23479159053903573
High WIP,1075.0000000000002,64.0,0.16538196653356746,0.09501939315613692,0.23854352410385604
High WIP,1075.0000000000002,65.0,0.1680051443506102,0.09651786070028597,0.24240730964244567
High WIP,1075.0000000000002,66.0,0.17059273530186506,0.09817089282358994,0.24640136784380098
High WIP,1075.0000000000002,67.0,0.17314105681319766,0.09962424966578341,0.25076317239706525
High WIP,1075.0000000000002,68.0,0.1756469578865632,0.10077789227774833,0.25504471167888104
High WIP,1075.0000000000002,69.0,0.17810781133835213,0.10198976167137098,0.2583051127674938
High WIP,1075.0000000000002,70.0,0.18052142570275995,0.10307254569355201,0.26159495415141576
High WIP,1075.0000000000002,71.0,0.18288603312071988,0.10413281870961986,0.26504393290466827
High WIP,1075.0000000000002,72.0,0.18520023076624345,0.10534461950183882,0.2687065689074448
High WIP,1075.0000000000002,73.0,0.1874629385492291,0.106527687054255,0.27226787749836323
High WIP,1075.0000000000002,74.0,0.18967339404855385,0.10767666067222784,0.2757938580752824
High WIP,1075.0000000000002,75.0,0.1918310760347161,0.10874848662076074,0.2794442073908125
High WIP,1075.0000000000002,76.0,0.1939357182079234,0.10975630038427907,0.28281940399078465
High WIP,1075.0000000000002,77.0,0.19598725262300096,0.11066844996091305,0.2863330092024405
High WIP,1075.0000000000002,78.0,0.197985792599067,0.11159250116219727,0.28946277903118417
High WIP,1075.0000000000002,79.0,0.1999316355257106,0.1126315605153535,0.2925982656427241
High WIP,1075.0000000000002,80.0,0.2018251874325222,0.11352383264231557,0.29568529147810585
High WIP,1075.0000000000002,81.0,0.20366700575347566,0.1144461139082834,0.2986197581985529
High WIP,1075.0000000000002,82.0,0.20545773841507628,0.11541502423520442,0.3013522527748188
High WIP,1075.0000000000002,83.0,0.20719813240654714,0.1163267860284572,0.30432446488555903
High WIP,1075.0000000000002,84.0,0.2088890060768178,0.11713369266088193,0.3070508028945102
High WIP,1075.0000000000002,85.0,0.2105312524362868,0.11799802578708862,0.3096155040951644
High WIP,1075.0000000000002,86.0,0.2121258038579605,0.11872143392008504,0.31259264188576835
High WIP,1075.0000000000002,87.0,0.21367365163802493,0.11959159184176936,0.3151378040066584
High WIP,1075.0000000000002,88.0,0.21517580511735906,0.12030810261255545,0.31741842046912033
High WIP,1075.0000000000002,89.0,0.21663332441583175,0.12097384078568788,0.319589403012318
High WIP,1075.0000000000002,90.0,0.21804726724790288,0.121589243960096,0.32198867878099907
High WIP,1075.0000000000002,91.0,0.2194187102020761,0.12224610149624875,0.3243839352692126
High WIP,1075.0000000000002,92.0,0.22074874758048077,0.12288580912185193,0.32631529776115964
High WIP,1075.0000000000002,93.0,0.22203847111920808,0.12348875291377102,0.32820222913007485
High WIP,1075.0000000000002,94.0,0.22328896230681436,0.12406341898963742,0.3300450621943071
High WIP,1075.0000000000002,95.0,0.2245013124367551,0.12455287887313066,0.3318309338712368
High WIP,1075.0000000000002,96.0,0.22567659842751575,0.1249780406264997,0.33371674901575016
High WIP,1075.0000000000002,97.0,0.2268158778923299,0.12539492575115202,0.33575740112402425
High WIP,1075.0000000000002,98.0,0.2279202038297998,0.1259825989627313,0.33765225212937866
High WIP,1075.0000000000002,99.0,0.22899061922357228,0.12659177735613278,0.33928039433926593
High WIP,1075.0000000000002,100.0,0.23002813635974106,0.12711800127037828,0.3408359399870823
High WIP,1075.0000000000002,101.0,0.23103374918686645,0.12756906374280363,0.34224178637549374
High WIP,1075.0000000000002,102.0,0.23200844621867456,0.12800422144633847,0.3436149213487362
High WIP,1075.0000000000002,103.0,0.23295318126526737,0.12842640737172656,0.3450100562743975
High WIP,1075.0000000000002,104.0,0.23386889173034997,0.12883671817602815,0.34648015009771055
High WIP,1075.0000000000002,105.0,0.23475649108742982,0.1292329109860777,0.3479637329343078
High WIP,1075.0000000000002,106.0,0.23561686283705716,0.1296095821697282,0.34927776524819754
High WIP,1075.0000000000002,107.0,0.236450886633717,0.1299614999784998,0.35065122320112246
High WIP,1075.0000000000002,108.0,0.23725939328004622,0.1303129937168669,0.35203087347674294
High WIP,1075.0000000000002,109.0,0.23804321617823127,0.13065232887001446,0.3533686968663792
High WIP,1075.0000000000002,110.0,0.23880314724247284,0.13100256383633965,0.3547674224010875
High WIP,1075.0000000000002,111.0,0.23953995717859636,0.13134617089355535,0.3561581155039454
High WIP,1075.0000000000002,112.0,0.24025440094098444,0.13168628433004892,0.35735390599062555
High WIP,1075.0000000000002,113.0,0.24094720633978411,0.1320260718145636,0.35844902575470966
High WIP,1075.0000000000002,114.0,0.24161908131931684,0.13235483017044236,0.3595101360002494
High WIP,1075.0000000000002,115.0,0.24227070799309597,0.13267295421292605,0.3606617809347109
High WIP,1075.0000000000002,116.0,0.24290274383258997,0.13298082262213382,0.3617220310868334
High WIP,1075.0000000000002,117.0,0.24351583333801266,0.13327880407578738,0.36273682906891996
High WIP,1075.0000000000002,118.0,0.2441105974034974,0.13356725205713543,0.3637307998019447
High WIP,1075.0000000000002,119.0,0.24468763937780905,0.13384650813608218,0.364711104884995
High WIP,1075.0000000000002,120.0,0.24524753024587329,0.13411689474777747,0.365653700768142
High WIP,1075.0000000000002,121.0,0.24579083517996247,0.13437872871296164,0.3665678830739564
High WIP,1075.0000000000002,122.0,0.24631809846445168,0.13463231385014252,0.36745458553516075
High WIP,1075.0000000000002,123.0,0.24682983940734707,0.13487793906460824,0.3683146998259028
High WIP,1075.0000000000002,124.0,0.24732656788134244,0.13511588638335487,0.369149101677463
High WIP,1075.0000000000002,125.0,0.24780876547052458,0.1353464215065395,0.3699586189575622
High WIP,1075.0000000000002,126.0,0.24827690966158703,0.13556980625324583,0.3707440728585493
High WIP,1075.0000000000002,127.0,0.2487314516970439,0.13578628744839893,0.37152848245482123
High WIP,1075.0000000000002,128.0,0.2491728346270095,0.1359961061580533,0.37230425202519135
High WIP,1075.0000000000002,129.0,0.2496014767259875,0.13619948951857133,0.3729938526837396
High WIP,1075.0000000000002,130.0,0.2500177977895967,0.1363966639013285,0.37374345401287845
High WIP,1075.0000000000002,131.0,0.25042218136320754,0.13658783626010582,0.3744685549476423
High WIP,1075.0000000000002,132.0,0.2508150174325707,0.13677321549455335,0.37509636715313066
High WIP,1075.0000000000002,133.0,0.25119666961045223,0.13695299608473943,0.37567746309300754
High WIP,1075.0000000000002,134.0,0.25156749208088625,0.1371273667594348,0.3762586052893647
High WIP,1075.0000000000002,135.0,0.25192783013012954,0.13729728197073213,0.3768229203995107
High WIP,1075.0000000000002,136.0,0.25227801643747366,0.1374629305020558,0.37737276569753025
High WIP,1075.0000000000002,137.0,0.2526183639141716,0.13762370897010223,0.3779085466786238
High WIP,1075.0000000000002,138.0,0.25294918180322146,0.13777977762913055,0.3784306670476949
High WIP,1075.0000000000002,139.0,0.2532707716301601,0.13793129225841277,0.37896952654073807
High WIP,1075.0000000000002,140.0,0.2535834168602578,0.1380783990500103,0.37951150897354635
High WIP,1075.0000000000002,141.0,0.25388739083816525,0.13822123869445083,0.3800376488484411
High WIP,1075.0000000000002,142.0,0.25418296406104707,0.13832517634919916,0.3805484679285869
High WIP,1075.0000000000002,143.0,0.254470393932324,0.13842548853003644,0.3810444624538614
High WIP,1075.0000000000002,144.0,0.2547499286026885,0.13852301814580953,0.38152611055274227
High WIP,1075.0000000000002,145.0,0.2550218042032051,0.13861785087543574,0.38199386670694996
High WIP,1075.0000000000002,146.0,0.2552862549601267,0.13871007156136914,0.38244818042473144
High WIP,1075.0000000000002,147.0,0.255543503679773,0.13879976081721102,0.382888541574758
High WIP,1075.0000000000002,148.0,0.25579376526949776,0.13888699635899399,0.38331097071599857
High WIP,1075.0000000000002,149.0,0.25603724709922654,0.13897185307774176,0.38366907486242247
High WIP,1075.0000000000002,150.0,0.25627415264075687,0.1390544042495559,0.38401258373418456
