date_or_order,day_index,split_code,actual_productivity,predicted_productivity,pi_lower,pi_upper,is_burn_in,series,p_alarm,actual_alarm,_order_key,team_display,department_display,targeted_productivity,incentive,wip,no_of_workers,over_time,smv,no_of_style_change,quarter,date,forecast_gap,below_target,risk_status,risk_flag,interval_width,suggested_focus
32,29,0,0.893066667,0.8832117835205306,0.4161200303184804,0.988020648224018,False,1__0,0.1887093232755727,0,32,Team 1,Finishing,0.8,0,,10.0,1200,3.94,0,2,2015-02-08,0.0832117835205306,False,Healthy,0,0.5719006179055377,No immediate action
33,30,0,0.962016667,0.8835093882158481,0.417016354765407,0.9880460104189048,False,1__0,0.188085678336579,0,33,Team 1,Finishing,0.8,0,,10.0,1200,3.94,0,2,2015-02-09,0.08350938821584808,False,Healthy,0,0.5710296556534978,No immediate action
34,31,0,0.853666667,0.8955255799626581,0.4471254188249777,0.9894436249405848,False,1__0,0.1659397656324331,0,34,Team 1,Finishing,0.8,0,,12.0,1440,3.94,0,2,2015-02-10,0.09552557996265809,False,Healthy,0,0.5423182061156071,No immediate action
35,32,0,0.618361111,0.894516765276746,0.4446594265645956,0.9893189302857268,False,1__0,0.16773212697402,1,35,Team 1,Finishing,0.8,0,,12.0,1440,3.94,0,2,2015-02-11,0.0945167652767459,False,Healthy,0,0.5446595037211313,No immediate action
36,33,0,0.664875,0.8901715268038679,0.4337166092224054,0.9888052019726192,False,1__0,0.1756760335135433,1,36,Team 1,Finishing,0.8,0,,12.0,1440,3.94,0,2,2015-02-12,0.09017152680386786,False,Healthy,0,0.5550885927502138,No immediate action
37,34,0,0.796208333,0.8864353096705252,0.4246734544064182,0.988358668021197,False,1__0,0.1824645350909985,0,37,Team 1,Finishing,0.8,0,,12.0,1440,3.94,0,2,2015-02-14,0.08643530967052515,False,Healthy,0,0.5636852136147787,No immediate action
38,35,0,1.1204375,0.8545732405195293,0.3572825786646575,0.9844788555418348,False,1__0,0.2394022225476305,0,38,Team 1,Finishing,0.8,0,,8.0,960,3.94,0,3,2015-02-15,0.054573240519529276,False,Healthy,0,0.6271962768771773,No immediate action
43,36,1,0.727349537,0.8866011878199119,0.425350756549039,0.9883648334785504,False,1__0,0.1820462529463974,0,43,Team 1,Finishing,0.8,0,,12.0,2880,3.94,0,4,2015-02-22,0.08660118781991188,False,Healthy,0,0.5630140769295114,No immediate action
47,37,1,0.768847222,0.8610207850580117,0.3697524379875047,0.9852684614981954,False,1__0,0.0689103433998209,0,47,Team 1,Finishing,0.5,0,,8.0,3360,3.94,0,4,2015-02-26,0.3610207850580117,False,Healthy,0,0.6155160235106907,No immediate action
48,38,1,0.768847222,0.859115788231989,0.3662083496516924,0.985022565689423,False,1__0,0.0703381633326042,0,48,Team 1,Finishing,0.5,0,,8.0,3360,3.94,0,4,2015-02-28,0.359115788231989,False,Healthy,0,0.6188142160377306,No immediate action
49,39,1,0.448722222,0.8748976294041876,0.3986179008566199,0.9869551027707,False,1__0,0.0918178159407712,1,49,Team 1,Finishing,0.6,0,,8.0,3360,3.94,0,1,2015-03-01,0.2748976294041876,False,Healthy,0,0.58833720191408,No immediate action
50,40,2,0.537919444,0.86900048870091,0.3861707545268941,0.9862301822901328,False,1__0,0.120277681940916,1,50,Team 1,Finishing,0.65,0,,8.0,3360,3.94,0,1,2015-03-02,0.21900048870090993,False,Healthy,0,0.6000594277632387,No immediate action
51,41,2,0.555430556,0.8641453221340293,0.3763969721169964,0.9856252987105464,False,1__0,0.1531932247641464,1,51,Team 1,Finishing,0.7,0,,8.0,3360,3.94,0,1,2015-03-03,0.16414532213402933,False,Healthy,0,0.60922832659355,No immediate action
52,42,2,0.806879167,0.8643439688358019,0.3769029018139536,0.9856431297560811,False,1__0,0.1528664391079647,0,52,Team 1,Finishing,0.7,0,,8.0,960,3.94,0,1,2015-03-04,0.16434396883580193,False,Healthy,0,0.6087402279421276,No immediate action
53,43,2,0.812625,0.863185749919765,0.3747015321989852,0.9854930874087756,False,1__0,0.154448005000207,0,53,Team 1,Finishing,0.7,0,,8.0,960,3.94,0,1,2015-03-05,0.1631857499197651,False,Healthy,0,0.6107915552097904,No immediate action
54,44,2,0.664875,0.8621663060285296,0.3727893015830816,0.9853601495283728,False,1__0,0.1558364998806121,0,54,Team 1,Finishing,0.7,0,,8.0,960,3.94,0,1,2015-03-07,0.16216630602852966,False,Healthy,0,0.6125708479452912,No immediate action
55,45,2,0.890604167,0.8539774098041953,0.3573200405222746,0.9843258115129856,False,1__0,0.2007482363796405,0,55,Team 1,Finishing,0.75,0,,8.0,960,3.94,0,2,2015-03-08,0.10397740980419534,False,Healthy,0,0.627005770990711,No immediate action
56,46,2,0.794566667,0.990138751439702,0.8881554943856169,0.9995657053950564,False,1__0,0.0042132229978008,0,56,Team 1,Finishing,0.75,960,,8.0,0,3.94,0,2,2015-03-09,0.24013875143970198,False,Healthy,0,0.11141021100943949,No immediate action
57,47,2,0.880754167,0.8472337386627716,0.3453908512722044,0.983454793998042,False,1__0,0.2112419606014747,0,57,Team 1,Finishing,0.75,0,,8.0,960,3.94,0,2,2015-03-10,0.09723373866277163,False,Healthy,0,0.6380639427258377,No immediate action
58,48,2,0.812625,0.8452357840417455,0.3420172589460296,0.983191057281028,False,1__0,0.2143194382885299,0,58,Team 1,Finishing,0.75,0,,8.0,1920,3.94,0,2,2015-03-11,0.09523578404174549,False,Healthy,0,0.6411737983349983,No immediate action
0,0,0,0.750427826,0.728856009069063,0.1488821184180194,0.9766636183254952,True,1__1,0.3994158937421646,0,0,Team 1,Sewing,0.75,45,681.0,57.5,6900,28.08,0,1,2015-01-01,-0.021143990930936996,True,Watch,0,0.8277814999074757,Review overtime
1,1,0,0.800725314,0.7545446411332045,0.1690972328384658,0.9792304165478536,True,1__1,0.4118337122728452,0,1,Team 1,Sewing,0.8,50,772.0,56.5,6300,28.08,0,1,2015-01-03,-0.045455358866795526,True,High Risk,1,0.8101331837093878,Review staffing
2,2,0,0.800318644,0.8258215421826074,0.2410446624413768,0.986406267487924,True,1__1,0.3130242335477047,0,2,Team 1,Sewing,0.8,63,1033.0,59.0,7080,26.16,0,1,2015-01-04,0.02582154218260735,False,Watch,0,0.7453616050465472,Review overtime
3,3,0,0.800318644,0.8255512706394293,0.2430154990793292,0.9862048652718832,True,1__1,0.3126211903892321,0,3,Team 1,Sewing,0.8,63,1138.0,59.0,7080,26.16,0,1,2015-01-05,0.025551270639429302,False,Watch,0,0.743189366192554,Review WIP
4,4,0,0.850502311,0.8673605662113345,0.3090794279780717,0.9899938552778792,True,1__1,0.2456869700935367,0,4,Team 1,Sewing,0.8,75,1187.0,59.0,10620,26.16,0,1,2015-01-06,0.06736056621133446,False,Healthy,0,0.6809144272998076,No immediate action
5,5,0,0.850502311,0.8658688389045991,0.3083645546558182,0.9897603112111428,True,1__1,0.2474139933656167,0,5,Team 1,Sewing,0.8,75,1179.0,59.0,10620,26.16,0,1,2015-01-07,0.06586883890459905,False,Healthy,0,0.6813957565553246,No immediate action
6,6,0,0.850502311,0.8599714065057342,0.2995234902743813,0.9891342617229936,True,1__1,0.2565678206838006,0,6,Team 1,Sewing,0.8,75,1189.0,59.0,10620,26.16,0,2,2015-01-08,0.05997140650573418,False,Healthy,0,0.6896107714486123,No immediate action
7,7,0,0.800117103,0.8149988913829986,0.2361917575084391,0.9846482654261596,True,1__1,0.3262072479136449,0,7,Team 1,Sewing,0.8,63,1335.0,59.0,10620,26.16,0,2,2015-01-10,0.014998891382998591,False,Watch,0,0.7484565079177204,Review WIP
8,8,0,0.850502311,0.8613841557978684,0.3045648979438216,0.989129954586916,False,1__1,0.2532636407995567,0,8,Team 1,Sewing,0.8,75,1383.0,59.0,10620,26.16,0,2,2015-01-11,0.06138415579786838,False,Healthy,0,0.6845650566430944,No immediate action
9,9,0,0.850522167,0.8572727970767868,0.2987221944334288,0.9886730167924316,False,1__1,0.2595591427177111,0,9,Team 1,Sewing,0.8,75,1099.0,59.0,8220,26.16,0,2,2015-01-12,0.057272797076786786,False,Healthy,0,0.6899508223590027,No immediate action
10,10,0,0.850502311,0.8554376060688687,0.2965691737811561,0.988444804086162,False,1__1,0.2622088694095235,0,10,Team 1,Sewing,0.8,75,1073.0,59.0,10620,26.16,0,2,2015-01-13,0.055437606068868606,False,Healthy,0,0.6918756303050059,No immediate action
11,11,0,0.800117103,0.807653004063433,0.2312392644045896,0.983554119762265,False,1__1,0.3357979853221475,0,11,Team 1,Sewing,0.8,63,1092.0,59.0,10620,26.16,0,2,2015-01-14,0.007653004063432944,False,Watch,0,0.7523148553576754,Review WIP
12,12,0,0.850502311,0.8473682121132178,0.2849502375341899,0.9875751740040976,False,1__1,0.2747380827506985,0,12,Team 1,Sewing,0.8,75,1160.0,59.0,10620,26.16,0,3,2015-01-15,0.047368212113217734,False,Healthy,0,0.7026249364699076,No immediate action
13,13,0,0.800117103,0.7056273889632348,0.1472850365104691,0.9710966807761298,False,1__1,0.4703160499905482,0,13,Team 1,Sewing,0.8,63,171.0,59.0,10620,48.68,0,3,2015-01-17,-0.0943726110367652,True,High Risk,1,0.8238116442656607,Review overtime
14,14,0,0.403242161,0.6027183250878891,0.0982643656490925,0.9549796600999916,False,1__1,0.5837346998040295,1,14,Team 1,Sewing,0.8,24,1381.0,57.5,10350,49.1,0,3,2015-01-18,-0.1972816749121109,True,High Risk,1,0.8567152944508991,Review WIP
15,15,0,0.549969429,0.675371550341468,0.1310065474541047,0.966599609696926,False,1__1,0.2581323352505194,0,15,Team 1,Sewing,0.5,30,1492.0,56.5,10170,22.94,0,3,2015-01-19,0.175371550341468,False,Healthy,0,0.8355930622428214,No immediate action
17,16,0,0.700029771,0.6858733006824542,0.1368985256780823,0.9680667778180354,False,1__1,0.3603547593341488,0,17,Team 1,Sewing,0.65,34,1595.0,57.0,10260,22.94,0,3,2015-01-21,0.0358733006824542,False,Watch,0,0.831168252139953,Review WIP
18,17,0,0.750162367,0.7950118915415624,0.220136434266057,0.981902332908836,False,1__1,0.2713024088903103,0,18,Team 1,Sewing,0.7,63,1384.0,57.0,12180,22.94,0,4,2015-01-22,0.09501189154156242,False,Healthy,0,0.761765898642779,No immediate action
19,18,0,0.800643806,0.8462077328223724,0.2860894814768577,0.9872747770433022,False,1__1,0.2036907072366065,0,19,Team 1,Sewing,0.7,75,1472.0,57.0,10260,22.94,0,4,2015-01-24,0.14620773282237243,False,Healthy,0,0.7011852955664446,No immediate action
20,19,0,0.800909609,0.8480595840048291,0.2893498960589934,0.987437748729655,False,1__1,0.2010156115048612,0,20,Team 1,Sewing,0.7,75,1682.0,58.5,10530,22.94,0,4,2015-01-25,0.1480595840048291,False,Healthy,0,0.6980878526706615,No immediate action
21,20,0,0.800023511,0.7826225336818856,0.2085155216343806,0.980398539385384,False,1__1,0.2865947554739396,0,21,Team 1,Sewing,0.7,60,1745.0,58.0,10440,22.94,0,4,2015-01-26,0.08262253368188566,False,Healthy,0,0.7718830177510034,No immediate action
22,21,0,0.800263218,0.7645006527803876,0.1922123969623432,0.9782300163485316,False,1__1,0.3500539018047439,0,22,Team 1,Sewing,0.75,55,1871.0,58.0,6960,22.94,0,4,2015-01-27,0.01450065278038759,False,Watch,0,0.7860176193861883,Review WIP
23,22,0,0.850362069,0.8719101395404127,0.3326937275272475,0.989698448136607,False,1__1,0.197469968787867,0,23,Team 1,Sewing,0.75,81,1868.0,58.0,6960,22.94,0,4,2015-01-28,0.12191013954041274,False,Healthy,0,0.6570047206093594,No immediate action
24,23,0,0.850362069,0.895801917544265,0.386719391292955,0.9918885507467832,False,1__1,0.1591230313827087,0,24,Team 1,Sewing,0.75,81,1579.0,58.0,6960,22.94,0,0,2015-01-29,0.14580191754426497,False,Healthy,0,0.6051691594538282,No immediate action
25,24,0,0.850362069,0.8936946968594685,0.3817964807117877,0.9916848624779672,False,1__1,0.1624153783405358,0,25,Team 1,Sewing,0.75,81,1502.0,58.0,6960,22.94,0,0,2015-01-31,0.14369469685946845,False,Healthy,0,0.6098883817661795,No immediate action
26,25,0,1.000402055,0.9450378626364524,0.5570247081844656,0.996119419233562,False,1__1,0.0945150606446262,0,26,Team 1,Sewing,0.8,113,1582.0,58.5,3060,22.94,0,1,2015-02-01,0.14503786263645235,False,Healthy,0,0.43909471104909636,No immediate action
27,26,0,1.000602279,0.9677437947222974,0.6839119391631324,0.9979594256770024,False,1__1,0.0489312441189419,0,27,Team 1,Sewing,0.8,113,16882.0,58.5,7020,22.94,0,1,2015-02-02,0.1677437947222974,False,Healthy,0,0.31404748651386993,No immediate action
28,27,0,1.000018551,0.9585748164302468,0.628721742477972,0.9972033296178444,False,1__1,0.066702524319394,0,28,Team 1,Sewing,0.8,113,1500.0,57.5,6900,22.52,0,1,2015-02-03,0.15857481643024673,False,Healthy,0,0.36848158713987245,No immediate action
29,28,0,0.900147246,0.9355041026919834,0.5164790584782176,0.995301861607646,False,1__1,0.1132034132115551,0,29,Team 1,Sewing,0.8,88,1532.0,57.5,6900,22.52,0,1,2015-02-04,0.13550410269198332,False,Healthy,0,0.4788228031294284,No immediate action
30,29,0,1.000018551,0.9637040314695176,0.6604358253643848,0.9976049302952276,False,1__1,0.0561316056453512,0,30,Team 1,Sewing,0.8,113,1485.0,57.5,6900,22.52,0,1,2015-02-05,0.1637040314695175,False,Healthy,0,0.33716910493084273,No immediate action
31,30,0,0.900135693,0.9424649010716978,0.5470803000950689,0.9958725189138772,False,1__1,0.0990426671894528,0,31,Team 1,Sewing,0.8,88,1534.0,57.0,6780,22.52,0,1,2015-02-07,0.14246490107169774,False,Healthy,0,0.44879221881880826,No immediate action
32,31,0,0.900135693,0.9395847422510044,0.5344644602653125,0.9956293291377716,False,1__1,0.1047757605848511,0,32,Team 1,Sewing,0.8,88,1615.0,56.5,6780,22.52,0,2,2015-02-08,0.13958474225100437,False,Healthy,0,0.4611648688724591,No immediate action
33,32,0,0.900509044,0.9012214141430068,0.4034702846388118,0.9922883706685538,False,1__1,0.1788453123591361,0,33,Team 1,Sewing,0.8,70,1506.0,57.0,3600,22.52,0,2,2015-02-09,0.10122141414300678,False,Healthy,0,0.5888180860297421,No immediate action
34,33,0,0.90047076,0.9522826282704115,0.5940196648502534,0.9966948675026552,False,1__1,0.0794786178967936,0,34,Team 1,Sewing,0.8,88,1546.0,57.0,0,22.52,0,2,2015-02-10,0.1522826282704115,False,Healthy,0,0.40267520265240186,No immediate action
35,34,0,1.000065789,0.9731892318142512,0.7256127034736515,0.9983541701310156,False,1__1,0.0373825220334416,0,35,Team 1,Sewing,0.8,113,1498.0,57.0,0,22.52,0,2,2015-02-11,0.17318923181425117,False,Healthy,0,0.2727414666573641,No immediate action
36,35,0,1.100483918,0.985252487904147,0.8278807623056254,0.9992819308294238,False,1__1,0.0154284530671994,0,36,Team 1,Sewing,0.8,138,1397.0,57.0,0,22.52,0,2,2015-02-12,0.18525248790414695,False,Healthy,0,0.1714011685237985,No immediate action
37,36,0,1.000230409,0.9714704023938064,0.7144603053529067,0.9982033080229747,False,1__1,0.0402912403456317,0,37,Team 1,Sewing,0.8,113,1416.0,57.0,6840,22.52,0,2,2015-02-14,0.1714704023938064,False,Healthy,0,0.283743002670068,No immediate action
38,37,0,1.000230409,0.9726693739752524,0.7234117054185448,0.9982959449349488,False,1__1,0.0379182532435563,0,38,Team 1,Sewing,0.8,113,1420.0,57.0,6840,22.52,0,3,2015-02-15,0.1726693739752524,False,Healthy,0,0.27488423951640395,No immediate action
39,38,0,1.000230409,0.9755108922850816,0.745209003209784,0.9985170906155736,False,1__1,0.0324365673465553,0,39,Team 1,Sewing,0.8,113,1422.0,57.0,6840,22.52,0,3,2015-02-16,0.17551089228508154,False,Healthy,0,0.2533080874057896,No immediate action
40,39,0,1.000230409,0.9780214115923834,0.7654545142983077,0.9987116789926596,False,1__1,0.0277119161560336,0,40,Team 1,Sewing,0.8,113,1445.0,57.0,6840,22.52,0,3,2015-02-17,0.17802141159238338,False,Healthy,0,0.23325716469435187,No immediate action
41,40,1,0.800279693,0.924030458247054,0.4752705536733713,0.99426619256987,False,1__1,0.1349332526230013,0,41,Team 1,Sewing,0.8,63,1374.0,57.0,3960,22.52,0,3,2015-02-18,0.12403045824705394,False,Healthy,0,0.5189956388964987,No immediate action
42,41,1,0.800470513,0.8986034707241503,0.3978171101471626,0.9920062966200854,False,1__1,0.1831754211548101,0,42,Team 1,Sewing,0.8,63,265.0,57.0,3840,22.52,0,3,2015-02-19,0.09860347072415021,False,Healthy,0,0.5941891864729228,No immediate action
45,42,1,0.268214286,0.7123769262707729,0.1529280159834901,0.9716947505472564,False,1__1,0.2930099597493831,1,45,Team 1,Sewing,0.6,0,708.0,42.0,5040,22.53,1,4,2015-02-24,0.11237692627077289,False,Healthy,0,0.8187667345637664,No immediate action
46,43,1,0.581130952,0.6971518565231716,0.1438852453015776,0.9695325736004368,False,1__1,0.3477432103230553,0,46,Team 1,Sewing,0.65,0,762.0,42.0,5040,22.53,1,4,2015-02-25,0.047151856523171554,False,Watch,0,0.8256473282988592,Review incentive
47,44,1,0.378895152,0.8066882603986929,0.2364617274437843,0.9828524259398264,False,1__1,0.0738083264163013,0,47,Team 1,Sewing,0.35,23,1164.0,55.0,6600,26.66,2,4,2015-02-26,0.4566882603986929,False,Healthy,0,0.746390698496042,No immediate action
48,45,1,0.550349708,0.8277930965068256,0.2633485168705245,0.9850966251273472,False,1__1,0.1179309940498982,0,48,Team 1,Sewing,0.5,30,1448.0,57.0,6840,26.66,2,4,2015-02-28,0.32779309650682564,False,Healthy,0,0.7217481082568227,No immediate action
49,46,1,0.700019883,0.8521179979136962,0.3009940852336093,0.9875351563228062,False,1__1,0.1389622007692128,0,49,Team 1,Sewing,0.6,38,1578.0,57.0,6840,26.66,0,1,2015-03-01,0.25211799791369627,False,Healthy,0,0.6865410710891968,No immediate action
50,47,2,0.800579532,0.9196882401039418,0.4608510480247848,0.9938744846098244,False,1__1,0.0790744098066572,0,50,Team 1,Sewing,0.65,65,1527.0,57.0,6840,26.66,0,1,2015-03-02,0.26968824010394177,False,Healthy,0,0.5330234365850396,No immediate action
51,48,2,0.800566092,0.9065650723167598,0.4203040493103839,0.992705773410018,False,1__1,0.1157967301089948,0,51,Team 1,Sewing,0.7,60,1562.0,58.0,6960,26.66,0,1,2015-03-03,0.2065650723167598,False,Healthy,0,0.5724017240996341,No immediate action
52,49,2,0.750651724,0.8802333549896569,0.354727900234818,0.9902693769633372,False,1__1,0.1537308731135538,0,52,Team 1,Sewing,0.7,50,1772.0,58.0,6960,26.82,0,1,2015-03-04,0.18023335498965698,False,Healthy,0,0.6355414767285192,No immediate action
53,50,2,0.750651724,0.873830200303213,0.3414720971302445,0.9896480637772338,False,1__1,0.1627360698045511,0,53,Team 1,Sewing,0.7,50,1373.0,58.0,6960,26.82,0,1,2015-03-05,0.17383020030321306,False,Healthy,0,0.6481759666469893,No immediate action
54,51,2,0.850045,0.9229511055304306,0.4723588161224789,0.9941506144301936,False,1__1,0.0917648572057877,0,54,Team 1,Sewing,0.7,70,1267.0,58.0,8160,26.82,0,1,2015-03-07,0.22295110553043063,False,Healthy,0,0.5217917983077147,No immediate action
55,52,2,0.85007069,0.9067750444778806,0.421266288538935,0.9927134062606464,False,1__1,0.1391588848038387,0,55,Team 1,Sewing,0.75,65,1254.0,58.0,6960,26.82,0,2,2015-03-08,0.1567750444778806,False,Healthy,0,0.5714471177217114,No immediate action
56,53,2,0.850426891,0.906965392451166,0.4218726360700506,0.9927287180625268,False,1__1,0.1388206627855468,0,56,Team 1,Sewing,0.75,65,1322.0,59.0,7140,26.82,0,2,2015-03-09,0.15696539245116603,False,Healthy,0,0.5708560819924762,No immediate action
57,54,2,0.900061017,0.9313924543409376,0.5035863245196175,0.9948776444335152,False,1__1,0.0976786459791159,0,57,Team 1,Sewing,0.75,75,1574.0,59.0,7080,26.82,0,2,2015-03-10,0.18139245434093765,False,Healthy,0,0.49129131991389774,No immediate action
58,55,2,0.750050847,0.8466496823655545,0.2928489496303011,0.9869326681979496,False,1__1,0.2340310770075688,0,58,Team 1,Sewing,0.75,45,1322.0,59.0,7080,26.82,0,2,2015-03-11,0.09664968236555449,False,Healthy,0,0.6940837185676485,No immediate action
0,0,0,0.755166667,0.5484359247201323,0.0658524627216242,0.9544977727821504,True,2__0,0.5850148226048131,0,0,Team 2,Finishing,0.75,0,,8.0,960,3.94,0,1,2015-01-01,-0.20156407527986775,True,High Risk,1,0.8886453100605263,Review team conditions
1,1,0,0.782447917,0.5671520540575771,0.0716373095422207,0.9571284938065436,True,2__0,0.6110000568136889,0,1,Team 2,Finishing,0.8,0,,8.0,960,4.15,0,1,2015-01-03,-0.23284794594242297,True,High Risk,1,0.8854911842643229,Review team conditions
2,2,0,0.792104167,0.5937384096937935,0.0801358669962601,0.9609925055271104,True,2__0,0.5868041529261792,0,2,Team 2,Finishing,0.8,0,,8.0,960,3.94,0,1,2015-01-04,-0.2062615903062065,True,High Risk,1,0.8808566385308503,Review team conditions
3,3,0,0.804416667,0.6128872512081258,0.0870292274032293,0.963569453384362,True,2__0,0.5687562186338779,0,3,Team 2,Finishing,0.8,0,,8.0,960,3.94,0,1,2015-01-05,-0.18711274879187423,True,High Risk,1,0.8765402259811327,Review team conditions
4,4,0,0.805909091,0.6273089182685605,0.092725415312689,0.9654041196944986,True,2__0,0.5547790360443736,0,4,Team 2,Finishing,0.8,0,,8.0,1440,3.94,0,1,2015-01-06,-0.17269108173143954,True,High Risk,1,0.8726787043818096,Review team conditions
5,5,0,0.813371212,0.6423295889462065,0.0989697952712648,0.9673017583682708,True,2__0,0.5397985422600852,0,5,Team 2,Finishing,0.8,0,,8.0,1440,3.94,0,1,2015-01-07,-0.15767041105379354,True,High Risk,1,0.868331963097006,Review team conditions
6,6,0,0.835757576,0.6465091969682608,0.1011705039570711,0.9676870035089092,True,2__0,0.5356096907098927,0,6,Team 2,Finishing,0.8,0,,8.0,1440,3.94,0,2,2015-01-08,-0.15349080303173923,True,High Risk,1,0.8665164995518382,Review team conditions
7,7,0,0.817102273,0.6610879571847068,0.1077129636192779,0.9695039814171298,True,2__0,0.5205187432652317,0,7,Team 2,Finishing,0.8,0,,8.0,1440,3.94,0,2,2015-01-10,-0.13891204281529324,True,High Risk,1,0.8617910177978518,Review team conditions
8,8,0,0.820833333,0.6720163689573562,0.1130181346296577,0.9708063997824384,False,2__0,0.508941061084366,0,8,Team 2,Finishing,0.8,0,,8.0,1440,3.94,0,2,2015-01-11,-0.12798363104264388,True,High Risk,1,0.8577882651527807,Review team conditions
9,9,0,0.880530303,0.6818920875176022,0.1180745885094238,0.9719593869962906,False,2__0,0.4982663874400269,0,9,Team 2,Finishing,0.8,0,,8.0,1440,3.94,0,2,2015-01-12,-0.11810791248239783,True,High Risk,1,0.8538847984868668,Review team conditions
10,10,0,0.805909091,0.6959785181998973,0.1255224126734238,0.973621771800688,False,2__0,0.4826893864460218,0,10,Team 2,Finishing,0.8,0,,8.0,1440,3.94,0,2,2015-01-13,-0.10402148180010273,True,High Risk,1,0.8480993591272642,Review team conditions
11,11,0,0.247316017,0.703178160610782,0.1297221198395562,0.9744139568227153,False,2__0,0.4745513054025161,1,11,Team 2,Finishing,0.8,0,,8.0,1260,3.94,0,2,2015-01-14,-0.09682183938921807,True,High Risk,1,0.8446918369831591,Review team conditions
13,12,0,0.980909091,0.6937522060513441,0.1252118265744332,0.9731442906885752,False,2__0,0.4851346350994343,0,13,Team 2,Finishing,0.8,0,,10.0,1800,3.94,0,3,2015-01-17,-0.10624779394865591,True,High Risk,1,0.847932464114142,Review overtime
17,13,0,0.912202112,0.7757127451925985,0.1796899099683137,0.9823406034760246,False,2__0,0.3050349747313455,0,17,Team 2,Finishing,0.7,0,,17.0,5100,3.94,0,3,2015-01-21,0.07571274519259852,False,Watch,0,0.8026506935077109,Review overtime
18,14,0,0.649662222,0.809393996106543,0.2117457708290326,0.9856578413396714,False,2__0,0.2637073739911691,0,18,Team 2,Finishing,0.7,0,,25.0,15000,3.94,0,4,2015-01-22,0.10939399610654299,False,Healthy,0,0.7739120705106388,No immediate action
19,15,0,0.578314394,0.6916432355678428,0.1247652136536089,0.9727240869608186,False,2__0,0.4424938103029058,1,19,Team 2,Finishing,0.75,0,,8.0,1440,3.94,0,4,2015-01-24,-0.058356764432157204,True,High Risk,1,0.8479588733072096,Review team conditions
20,16,0,0.970075758,0.6872860620162135,0.1227921282130353,0.9721112130062526,False,2__0,0.4472524914730371,0,20,Team 2,Finishing,0.75,0,,8.0,1440,3.94,0,4,2015-01-25,-0.06271393798378655,True,High Risk,1,0.8493190847932173,Review team conditions
21,17,0,0.910378788,0.7345469023966265,0.1502938225627425,0.9777258379231116,False,2__0,0.3933734909344412,0,21,Team 2,Finishing,0.75,0,,10.0,1800,3.94,0,4,2015-01-26,-0.015453097603373545,True,Watch,0,0.8274320153603691,Review overtime
22,18,0,0.788,0.7463013970122377,0.1585204837926566,0.9790043770636,False,2__0,0.3793013868872924,0,22,Team 2,Finishing,0.75,0,,10.0,1200,3.94,0,4,2015-01-27,-0.003698602987762256,True,Watch,0,0.8204838932709434,Review team conditions
23,19,0,0.902222222,0.7877140197684169,0.1922738038723306,0.9833331293020368,False,2__0,0.3695902982798011,0,23,Team 2,Finishing,0.8,0,,15.0,1800,3.94,0,4,2015-01-28,-0.012285980231583116,True,Watch,0,0.7910593254297061,Review overtime
24,20,0,0.773333333,0.7998119082512151,0.2042621919972789,0.9845055295332256,False,2__0,0.3529421502632243,0,24,Team 2,Finishing,0.8,0,,10.0,1200,3.94,0,0,2015-01-29,-0.0001880917487849798,True,Watch,0,0.7802433375359467,Review team conditions
25,21,0,0.971866667,0.7989481091505876,0.2036209967145675,0.9843985228600056,False,2__0,0.3540683778430511,0,25,Team 2,Finishing,0.8,0,,10.0,1200,3.94,0,0,2015-01-31,-0.0010518908494124846,True,Watch,0,0.7807775261454382,Review team conditions
26,22,0,0.912766667,0.7919713088467288,0.1969672617900085,0.9836875093982504,False,2__0,0.3636064014173586,0,26,Team 2,Finishing,0.8,0,,10.0,1200,3.94,0,1,2015-02-01,-0.008028691153271206,True,Watch,0,0.786720247608242,Review team conditions
28,23,0,1.001416667,0.8519788448796651,0.2703490843303773,0.989286622299336,False,2__0,0.2754505477525645,0,28,Team 2,Finishing,0.8,0,,20.0,2400,3.94,0,1,2015-02-03,0.05197884487966509,False,Healthy,0,0.7189375379689587,No immediate action
29,24,0,0.966759259,0.8684603084815721,0.2986478737285838,0.9906762678724926,False,2__0,0.2485417020196618,0,29,Team 2,Finishing,0.8,0,,18.0,2160,3.94,0,1,2015-02-04,0.06846030848157203,False,Healthy,0,0.6920283941439088,No immediate action
30,25,0,0.999924242,0.8857808193743715,0.3332365148476251,0.9921121762051498,False,2__0,0.2190646969866164,0,30,Team 2,Finishing,0.8,0,,22.0,2640,3.94,0,1,2015-02-05,0.08578081937437143,False,Healthy,0,0.6588756613575246,No immediate action
31,26,0,1.050666667,0.9088727580957026,0.3910647426343391,0.993942847126645,False,2__0,0.1772543538312406,0,31,Team 2,Finishing,0.8,0,,25.0,3000,3.94,0,1,2015-02-07,0.10887275809570252,False,Healthy,0,0.6028781044923059,No immediate action
32,27,0,0.875555556,0.9028797952704282,0.3754513168980104,0.9934486460587202,False,2__0,0.1880465928349348,0,32,Team 2,Finishing,0.8,0,,18.0,2160,3.94,0,2,2015-02-08,0.10287979527042812,False,Healthy,0,0.6179973291607097,No immediate action
33,28,0,1.057962963,0.9021757923974508,0.3738097746880157,0.9933864798188868,False,2__0,0.1892576745454218,0,33,Team 2,Finishing,0.8,0,,18.0,2160,3.94,0,2,2015-02-09,0.10217579239745078,False,Healthy,0,0.6195767051308712,No immediate action
