date,date_or_order,series,team_display,department_display,day_index,split_code,is_burn_in,p_alarm,risk_status,risk_flag,actual_alarm
2015-01-12,9,1__0,Team 1,Finishing,9,0,False,0.2614609487656816,High Risk,1,0
2015-01-13,10,1__0,Team 1,Finishing,10,0,False,0.4354031530844851,High Risk,1,0
2015-01-14,11,1__0,Team 1,Finishing,11,0,False,0.2176168296671486,Watch,0,0
2015-01-15,12,1__0,Team 1,Finishing,12,0,False,0.2295042450888719,High Risk,1,0
2015-01-17,13,1__0,Team 1,Finishing,13,0,False,0.2270477773390432,High Risk,1,0
2015-01-21,17,1__0,Team 1,Finishing,14,0,False,0.1312232037789817,Healthy,0,1
2015-01-22,18,1__0,Team 1,Finishing,15,0,False,0.098162307766037,Healthy,0,0
2015-01-24,19,1__0,Team 1,Finishing,16,0,False,0.1900477049378445,Watch,0,1
2015-01-25,20,1__0,Team 1,Finishing,17,0,False,0.2009888216231692,Watch,0,0
2015-01-26,21,1__0,Team 1,Finishing,18,0,False,0.1662513998681581,Healthy,0,0
2015-01-27,22,1__0,Team 1,Finishing,19,0,False,0.1925969257762005,Watch,0,0
2015-01-28,23,1__0,Team 1,Finishing,20,0,False,0.1965925995942113,Watch,0,0
2015-01-29,24,1__0,Team 1,Finishing,21,0,False,0.1431354340551777,Healthy,0,0
2015-01-31,25,1__0,Team 1,Finishing,22,0,False,0.1159106353928964,Healthy,0,0
2015-02-01,26,1__0,Team 1,Finishing,23,0,False,0.1096507476622007,Healthy,0,0
2015-02-02,27,1__0,Team 1,Finishing,24,0,False,0.1065858633150111,Healthy,0,1
2015-02-03,28,1__0,Team 1,Finishing,25,0,False,0.2004203559879125,Watch,0,0
2015-02-04,29,1__0,Team 1,Finishing,26,0,False,0.180674111206097,Watch,0,0
2015-02-05,30,1__0,Team 1,Finishing,27,0,False,0.16218369598726,Healthy,0,0
2015-02-07,31,1__0,Team 1,Finishing,28,0,False,0.1802203158608434,Watch,0,0
2015-02-08,32,1__0,Team 1,Finishing,29,0,False,0.1887093232755727,Watch,0,0
2015-02-09,33,1__0,Team 1,Finishing,30,0,False,0.188085678336579,Watch,0,0
2015-02-10,34,1__0,Team 1,Finishing,31,0,False,0.1659397656324331,Healthy,0,0
2015-02-11,35,1__0,Team 1,Finishing,32,0,False,0.16773212697402,Healthy,0,1
2015-02-12,36,1__0,Team 1,Finishing,33,0,False,0.1756760335135433,Watch,0,1
2015-02-14,37,1__0,Team 1,Finishing,34,0,False,0.1824645350909985,Watch,0,0
2015-02-15,38,1__0,Team 1,Finishing,35,0,False,0.2394022225476305,High Risk,1,0
2015-02-22,43,1__0,Team 1,Finishing,36,1,False,0.1820462529463974,Watch,0,0
2015-02-26,47,1__0,Team 1,Finishing,37,1,False,0.0689103433998209,Healthy,0,0
2015-02-28,48,1__0,Team 1,Finishing,38,1,False,0.0703381633326042,Healthy,0,0
2015-03-01,49,1__0,Team 1,Finishing,39,1,False,0.0918178159407712,Healthy,0,1
2015-03-02,50,1__0,Team 1,Finishing,40,2,False,0.120277681940916,Healthy,0,1
2015-03-03,51,1__0,Team 1,Finishing,41,2,False,0.1531932247641464,Healthy,0,1
2015-03-04,52,1__0,Team 1,Finishing,42,2,False,0.1528664391079647,Healthy,0,0
2015-03-05,53,1__0,Team 1,Finishing,43,2,False,0.154448005000207,Healthy,0,0
2015-03-07,54,1__0,Team 1,Finishing,44,2,False,0.1558364998806121,Healthy,0,0
2015-03-08,55,1__0,Team 1,Finishing,45,2,False,0.2007482363796405,Watch,0,0
2015-03-09,56,1__0,Team 1,Finishing,46,2,False,0.0042132229978008,Healthy,0,0
2015-03-10,57,1__0,Team 1,Finishing,47,2,False,0.2112419606014747,Watch,0,0
2015-03-11,58,1__0,Team 1,Finishing,48,2,False,0.2143194382885299,Watch,0,0
2015-01-01,0,1__1,Team 1,Sewing,0,0,True,0.3994158937421646,High Risk,1,0
2015-01-03,1,1__1,Team 1,Sewing,1,0,True,0.4118337122728452,High Risk,1,0
2015-01-04,2,1__1,Team 1,Sewing,2,0,True,0.3130242335477047,High Risk,1,0
2015-01-05,3,1__1,Team 1,Sewing,3,0,True,0.3126211903892321,High Risk,1,0
2015-01-06,4,1__1,Team 1,Sewing,4,0,True,0.2456869700935367,High Risk,1,0
2015-01-07,5,1__1,Team 1,Sewing,5,0,True,0.2474139933656167,High Risk,1,0
2015-01-08,6,1__1,Team 1,Sewing,6,0,True,0.2565678206838006,High Risk,1,0
2015-01-10,7,1__1,Team 1,Sewing,7,0,True,0.3262072479136449,High Risk,1,0
2015-01-11,8,1__1,Team 1,Sewing,8,0,False,0.2532636407995567,High Risk,1,0
2015-01-12,9,1__1,Team 1,Sewing,9,0,False,0.2595591427177111,High Risk,1,0
2015-01-13,10,1__1,Team 1,Sewing,10,0,False,0.2622088694095235,High Risk,1,0
2015-01-14,11,1__1,Team 1,Sewing,11,0,False,0.3357979853221475,High Risk,1,0
2015-01-15,12,1__1,Team 1,Sewing,12,0,False,0.2747380827506985,High Risk,1,0
2015-01-17,13,1__1,Team 1,Sewing,13,0,False,0.4703160499905482,High Risk,1,0
2015-01-18,14,1__1,Team 1,Sewing,14,0,False,0.5837346998040295,High Risk,1,1
2015-01-19,15,1__1,Team 1,Sewing,15,0,False,0.2581323352505194,High Risk,1,0
2015-01-21,17,1__1,Team 1,Sewing,16,0,False,0.3603547593341488,High Risk,1,0
2015-01-22,18,1__1,Team 1,Sewing,17,0,False,0.2713024088903103,High Risk,1,0
2015-01-24,19,1__1,Team 1,Sewing,18,0,False,0.2036907072366065,Watch,0,0
2015-01-25,20,1__1,Team 1,Sewing,19,0,False,0.2010156115048612,Watch,0,0
2015-01-26,21,1__1,Team 1,Sewing,20,0,False,0.2865947554739396,High Risk,1,0
2015-01-27,22,1__1,Team 1,Sewing,21,0,False,0.3500539018047439,High Risk,1,0
2015-01-28,23,1__1,Team 1,Sewing,22,0,False,0.197469968787867,Watch,0,0
2015-01-29,24,1__1,Team 1,Sewing,23,0,False,0.1591230313827087,Healthy,0,0
2015-01-31,25,1__1,Team 1,Sewing,24,0,False,0.1624153783405358,Healthy,0,0
2015-02-01,26,1__1,Team 1,Sewing,25,0,False,0.0945150606446262,Healthy,0,0
2015-02-02,27,1__1,Team 1,Sewing,26,0,False,0.0489312441189419,Healthy,0,0
2015-02-03,28,1__1,Team 1,Sewing,27,0,False,0.066702524319394,Healthy,0,0
2015-02-04,29,1__1,Team 1,Sewing,28,0,False,0.1132034132115551,Healthy,0,0
2015-02-05,30,1__1,Team 1,Sewing,29,0,False,0.0561316056453512,Healthy,0,0
2015-02-07,31,1__1,Team 1,Sewing,30,0,False,0.0990426671894528,Healthy,0,0
2015-02-08,32,1__1,Team 1,Sewing,31,0,False,0.1047757605848511,Healthy,0,0
2015-02-09,33,1__1,Team 1,Sewing,32,0,False,0.1788453123591361,Watch,0,0
2015-02-10,34,1__1,Team 1,Sewing,33,0,False,0.0794786178967936,Healthy,0,0
2015-02-11,35,1__1,Team 1,Sewing,34,0,False,0.0373825220334416,Healthy,0,0
2015-02-12,36,1__1,Team 1,Sewing,35,0,False,0.0154284530671994,Healthy,0,0
2015-02-14,37,1__1,Team 1,Sewing,36,0,False,0.0402912403456317,Healthy,0,0
2015-02-15,38,1__1,Team 1,Sewing,37,0,False,0.0379182532435563,Healthy,0,0
2015-02-16,39,1__1,Team 1,Sewing,38,0,False,0.0324365673465553,Healthy,0,0
2015-02-17,40,1__1,Team 1,Sewing,39,0,False,0.0277119161560336,Healthy,0,0
2015-02-18,41,1__1,Team 1,Sewing,40,1,False,0.1349332526230013,Healthy,0,0
2015-02-19,42,1__1,Team 1,Sewing,41,1,False,0.1831754211548101,Watch,0,0
2015-02-24,45,1__1,Team 1,Sewing,42,1,False,0.2930099597493831,High Risk,1,1
2015-02-25,46,1__1,Team 1,Sewing,43,1,False,0.3477432103230553,High Risk,1,0
2015-02-26,47,1__1,Team 1,Sewing,44,1,False,0.0738083264163013,Healthy,0,0
2015-02-28,48,1__1,Team 1,Sewing,45,1,False,0.1179309940498982,Healthy,0,0
2015-03-01,49,1__1,Team 1,Sewing,46,1,False,0.1389622007692128,Healthy,0,0
2015-03-02,50,1__1,Team 1,Sewing,47,2,False,0.0790744098066572,Healthy,0,0
2015-03-03,51,1__1,Team 1,Sewing,48,2,False,0.1157967301089948,Healthy,0,0
2015-03-04,52,1__1,Team 1,Sewing,49,2,False,0.1537308731135538,Healthy,0,0
2015-03-05,53,1__1,Team 1,Sewing,50,2,False,0.1627360698045511,Healthy,0,0
2015-03-07,54,1__1,Team 1,Sewing,51,2,False,0.0917648572057877,Healthy,0,0
2015-03-08,55,1__1,Team 1,Sewing,52,2,False,0.1391588848038387,Healthy,0,0
2015-03-09,56,1__1,Team 1,Sewing,53,2,False,0.1388206627855468,Healthy,0,0
2015-03-10,57,1__1,Team 1,Sewing,54,2,False,0.0976786459791159,Healthy,0,0
2015-03-11,58,1__1,Team 1,Sewing,55,2,False,0.2340310770075688,High Risk,1,0
2015-01-01,0,2__0,Team 2,Finishing,0,0,True,0.5850148226048131,High Risk,1,0
2015-01-03,1,2__0,Team 2,Finishing,1,0,True,0.6110000568136889,High Risk,1,0
2015-01-04,2,2__0,Team 2,Finishing,2,0,True,0.5868041529261792,High Risk,1,0
2015-01-05,3,2__0,Team 2,Finishing,3,0,True,0.5687562186338779,High Risk,1,0
2015-01-06,4,2__0,Team 2,Finishing,4,0,True,0.5547790360443736,High Risk,1,0
2015-01-07,5,2__0,Team 2,Finishing,5,0,True,0.5397985422600852,High Risk,1,0
2015-01-08,6,2__0,Team 2,Finishing,6,0,True,0.5356096907098927,High Risk,1,0
2015-01-10,7,2__0,Team 2,Finishing,7,0,True,0.5205187432652317,High Risk,1,0
2015-01-11,8,2__0,Team 2,Finishing,8,0,False,0.508941061084366,High Risk,1,0
2015-01-12,9,2__0,Team 2,Finishing,9,0,False,0.4982663874400269,High Risk,1,0
2015-01-13,10,2__0,Team 2,Finishing,10,0,False,0.4826893864460218,High Risk,1,0
2015-01-14,11,2__0,Team 2,Finishing,11,0,False,0.4745513054025161,High Risk,1,1
2015-01-17,13,2__0,Team 2,Finishing,12,0,False,0.4851346350994343,High Risk,1,0
2015-01-21,17,2__0,Team 2,Finishing,13,0,False,0.3050349747313455,High Risk,1,0
2015-01-22,18,2__0,Team 2,Finishing,14,0,False,0.2637073739911691,High Risk,1,0
2015-01-24,19,2__0,Team 2,Finishing,15,0,False,0.4424938103029058,High Risk,1,1
2015-01-25,20,2__0,Team 2,Finishing,16,0,False,0.4472524914730371,High Risk,1,0
2015-01-26,21,2__0,Team 2,Finishing,17,0,False,0.3933734909344412,High Risk,1,0
2015-01-27,22,2__0,Team 2,Finishing,18,0,False,0.3793013868872924,High Risk,1,0
2015-01-28,23,2__0,Team 2,Finishing,19,0,False,0.3695902982798011,High Risk,1,0
2015-01-29,24,2__0,Team 2,Finishing,20,0,False,0.3529421502632243,High Risk,1,0
2015-01-31,25,2__0,Team 2,Finishing,21,0,False,0.3540683778430511,High Risk,1,0
2015-02-01,26,2__0,Team 2,Finishing,22,0,False,0.3636064014173586,High Risk,1,0
2015-02-03,28,2__0,Team 2,Finishing,23,0,False,0.2754505477525645,High Risk,1,0
2015-02-04,29,2__0,Team 2,Finishing,24,0,False,0.2485417020196618,High Risk,1,0
2015-02-05,30,2__0,Team 2,Finishing,25,0,False,0.2190646969866164,Watch,0,0
2015-02-07,31,2__0,Team 2,Finishing,26,0,False,0.1772543538312406,Watch,0,0
2015-02-08,32,2__0,Team 2,Finishing,27,0,False,0.1880465928349348,Watch,0,0
2015-02-09,33,2__0,Team 2,Finishing,28,0,False,0.1892576745454218,Watch,0,0
2015-02-10,34,2__0,Team 2,Finishing,29,0,False,0.1648435310104921,Healthy,0,0
2015-02-11,35,2__0,Team 2,Finishing,30,0,False,0.1607756135571568,Healthy,0,0
2015-02-12,36,2__0,Team 2,Finishing,31,0,False,0.1609629418916248,Healthy,0,1
2015-02-15,38,2__0,Team 2,Finishing,32,0,False,0.270402068173177,High Risk,1,0
2015-02-17,40,2__0,Team 2,Finishing,33,0,False,0.1894225268616866,Watch,0,1
2015-02-18,41,2__0,Team 2,Finishing,34,1,False,0.2203157036843309,Watch,0,0
2015-02-19,42,2__0,Team 2,Finishing,35,1,False,0.1988059552753825,Watch,0,0
2015-02-22,43,2__0,Team 2,Finishing,36,1,False,0.1818229942123833,Watch,0,0
2015-02-23,44,2__0,Team 2,Finishing,37,1,False,0.2813418857339992,High Risk,1,1
2015-02-24,45,2__0,Team 2,Finishing,38,1,False,0.2036094549004729,Watch,0,1
2015-02-25,46,2__0,Team 2,Finishing,39,1,False,0.2139223653738639,Watch,0,1
2015-02-26,47,2__0,Team 2,Finishing,40,1,False,0.2220002125236312,Watch,0,1
2015-02-28,48,2__0,Team 2,Finishing,41,1,False,0.2279349040923509,High Risk,1,1
2015-03-01,49,2__0,Team 2,Finishing,42,1,False,0.2066110387466638,Watch,0,1
2015-03-02,50,2__0,Team 2,Finishing,43,2,False,0.187916548856721,Watch,0,0
2015-03-03,51,2__0,Team 2,Finishing,44,2,False,0.0482759416363261,Healthy,0,0
2015-03-04,52,2__0,Team 2,Finishing,45,2,False,0.1146164346716653,Healthy,0,0
2015-03-05,53,2__0,Team 2,Finishing,46,2,False,0.1645578413691537,Healthy,0,0
2015-03-07,54,2__0,Team 2,Finishing,47,2,False,0.1902317010973291,Watch,0,1
2015-03-08,55,2__0,Team 2,Finishing,48,2,False,0.2043146770090761,Watch,0,0
2015-03-09,56,2__0,Team 2,Finishing,49,2,False,0.0029793817159303,Healthy,0,0
2015-03-10,57,2__0,Team 2,Finishing,50,2,False,0.2439441174097901,High Risk,1,0
2015-03-11,58,2__0,Team 2,Finishing,51,2,False,0.2852802182394357,High Risk,1,0
2015-01-01,0,2__1,Team 2,Sewing,0,0,True,0.3567575493040397,High Risk,1,0
2015-01-03,1,2__1,Team 2,Sewing,1,0,True,0.3007098726098507,High Risk,1,0
2015-01-04,2,2__1,Team 2,Sewing,2,0,True,0.3566081891145956,High Risk,1,0
2015-01-05,3,2__1,Team 2,Sewing,3,0,True,0.3543533916715843,High Risk,1,0
2015-01-06,4,2__1,Team 2,Sewing,4,0,True,0.3585602196136165,High Risk,1,0
2015-01-07,5,2__1,Team 2,Sewing,5,0,True,0.27796036287299,High Risk,1,0
2015-01-08,6,2__1,Team 2,Sewing,6,0,True,0.2895767613681228,High Risk,1,0
2015-01-10,7,2__1,Team 2,Sewing,7,0,True,0.2963003055362958,High Risk,1,0
2015-01-11,8,2__1,Team 2,Sewing,8,0,False,0.2951928805113571,High Risk,1,0
2015-01-12,9,2__1,Team 2,Sewing,9,0,False,0.3016900421964907,High Risk,1,0
2015-01-13,10,2__1,Team 2,Sewing,10,0,False,0.3839244625442558,High Risk,1,0
2015-01-14,11,2__1,Team 2,Sewing,11,0,False,0.5202045103362664,High Risk,1,1
2015-01-15,12,2__1,Team 2,Sewing,12,0,False,0.2712433129044475,High Risk,1,0
2015-01-17,13,2__1,Team 2,Sewing,13,0,False,0.3557950897525204,High Risk,1,0
2015-01-18,14,2__1,Team 2,Sewing,14,0,False,0.3719075807735316,High Risk,1,0
2015-01-19,15,2__1,Team 2,Sewing,15,0,False,0.364087501425919,High Risk,1,0
2015-01-20,16,2__1,Team 2,Sewing,16,0,False,0.2907182687635663,High Risk,1,0
2015-01-21,17,2__1,Team 2,Sewing,17,0,False,0.2364774150019534,High Risk,1,0
2015-01-22,18,2__1,Team 2,Sewing,18,0,False,0.243039191751225,High Risk,1,0
2015-01-24,19,2__1,Team 2,Sewing,19,0,False,0.1125208016044498,Healthy,0,0
2015-01-25,20,2__1,Team 2,Sewing,20,0,False,0.1630285832336918,Healthy,0,0
2015-01-26,21,2__1,Team 2,Sewing,21,0,False,0.3095897491189769,High Risk,1,0
2015-01-27,22,2__1,Team 2,Sewing,22,0,False,0.0562710861213736,Healthy,0,0
2015-01-28,23,2__1,Team 2,Sewing,23,0,False,0.1280939571750793,Healthy,0,0
2015-01-29,24,2__1,Team 2,Sewing,24,0,False,0.0375182809137018,Healthy,0,0
2015-01-31,25,2__1,Team 2,Sewing,25,0,False,0.0301724767282442,Healthy,0,0
2015-02-01,26,2__1,Team 2,Sewing,26,0,False,0.0286724873789869,Healthy,0,0
2015-02-02,27,2__1,Team 2,Sewing,27,0,False,0.0260634961829074,Healthy,0,0
2015-02-03,28,2__1,Team 2,Sewing,28,0,False,0.0390979846234802,Healthy,0,0
2015-02-04,29,2__1,Team 2,Sewing,29,0,False,0.0418379971828405,Healthy,0,0
2015-02-05,30,2__1,Team 2,Sewing,30,0,False,0.0217700312327997,Healthy,0,0
2015-02-07,31,2__1,Team 2,Sewing,31,0,False,0.0184582911897449,Healthy,0,0
2015-02-08,32,2__1,Team 2,Sewing,32,0,False,0.0163015252319768,Healthy,0,0
2015-02-09,33,2__1,Team 2,Sewing,33,0,False,0.0667072385134601,Healthy,0,0
2015-02-10,34,2__1,Team 2,Sewing,34,0,False,0.025381778918888,Healthy,0,0
2015-02-11,35,2__1,Team 2,Sewing,35,0,False,0.0247940550817733,Healthy,0,0
2015-02-12,36,2__1,Team 2,Sewing,36,0,False,0.0081122863820611,Healthy,0,0
2015-02-14,37,2__1,Team 2,Sewing,37,0,False,0.0978004039907918,Healthy,0,0
2015-02-15,38,2__1,Team 2,Sewing,38,0,False,0.4846178684477395,High Risk,1,1
2015-02-17,40,2__1,Team 2,Sewing,39,0,False,0.2012779307969682,Watch,0,1
2015-02-18,41,2__1,Team 2,Sewing,40,1,False,0.2783292164578482,High Risk,1,1
2015-02-19,42,2__1,Team 2,Sewing,41,1,False,0.3299287784173352,High Risk,1,0
2015-02-22,43,2__1,Team 2,Sewing,42,1,False,0.3867266310206321,High Risk,1,0
2015-02-23,44,2__1,Team 2,Sewing,43,1,False,0.2132291989003942,Watch,0,0
2015-02-24,45,2__1,Team 2,Sewing,44,1,False,0.2255544090392394,Watch,0,0
2015-02-25,46,2__1,Team 2,Sewing,45,1,False,0.2391957060592414,High Risk,1,0
2015-02-26,47,2__1,Team 2,Sewing,46,1,False,0.4070864848937032,High Risk,1,0
2015-02-28,48,2__1,Team 2,Sewing,47,1,False,0.4004649522594783,High Risk,1,0
2015-03-01,49,2__1,Team 2,Sewing,48,1,False,0.3810043849545406,High Risk,1,0
2015-03-03,51,2__1,Team 2,Sewing,49,2,False,0.1471709652974482,Healthy,0,1
2015-03-04,52,2__1,Team 2,Sewing,50,2,False,0.207034200809114,Watch,0,1
2015-03-05,53,2__1,Team 2,Sewing,51,2,False,0.2617430337004192,High Risk,1,0
2015-03-07,54,2__1,Team 2,Sewing,52,2,False,0.3127948850122407,High Risk,1,0
2015-03-08,55,2__1,Team 2,Sewing,53,2,False,0.1817015057596999,Watch,0,0
2015-03-09,56,2__1,Team 2,Sewing,54,2,False,0.1897399801980113,Watch,0,0
2015-03-10,57,2__1,Team 2,Sewing,55,2,False,0.1493956207870169,Healthy,0,0
2015-03-11,58,2__1,Team 2,Sewing,56,2,False,0.1603845413002327,Healthy,0,0
2015-01-03,1,3__0,Team 3,Finishing,0,0,True,0.5704314609986467,High Risk,1,0
2015-01-04,2,3__0,Team 3,Finishing,1,0,True,0.4889553435404615,High Risk,1,0
2015-01-05,3,3__0,Team 3,Finishing,2,0,True,0.3685566219353033,High Risk,1,0
2015-01-06,4,3__0,Team 3,Finishing,3,0,True,0.3135260317093277,High Risk,1,0
2015-01-07,5,3__0,Team 3,Finishing,4,0,True,0.2444426900714271,High Risk,1,0
2015-01-08,6,3__0,Team 3,Finishing,5,0,True,0.2797764561416163,High Risk,1,0
2015-01-10,7,3__0,Team 3,Finishing,6,0,True,0.2902480444924493,High Risk,1,0
2015-01-11,8,3__0,Team 3,Finishing,7,0,True,0.3203298885271761,High Risk,1,0
2015-01-12,9,3__0,Team 3,Finishing,8,0,False,0.3126704704888788,High Risk,1,0
2015-01-13,10,3__0,Team 3,Finishing,9,0,False,0.3141220615447477,High Risk,1,0
2015-01-14,11,3__0,Team 3,Finishing,10,0,False,0.3370335027226404,High Risk,1,0
2015-01-22,18,3__0,Team 3,Finishing,11,0,False,0.1646566911296179,Healthy,0,1
2015-01-24,19,3__0,Team 3,Finishing,12,0,False,0.3172842467193928,High Risk,1,0
2015-01-25,20,3__0,Team 3,Finishing,13,0,False,0.2912079521836284,High Risk,1,0
2015-01-26,21,3__0,Team 3,Finishing,14,0,False,0.2577801112522182,High Risk,1,0
2015-01-27,22,3__0,Team 3,Finishing,15,0,False,0.177934642749789,Watch,0,0
2015-01-29,24,3__0,Team 3,Finishing,16,0,False,0.2028368496440187,Watch,0,1
2015-01-31,25,3__0,Team 3,Finishing,17,0,False,0.2201537091790363,Watch,0,0
2015-02-16,39,3__0,Team 3,Finishing,18,0,False,0.0843640695217727,Healthy,0,0
2015-02-17,40,3__0,Team 3,Finishing,19,0,False,0.0601598170166868,Healthy,0,0
2015-02-18,41,3__0,Team 3,Finishing,20,1,False,0.0940476608262884,Healthy,0,1
2015-02-19,42,3__0,Team 3,Finishing,21,1,False,0.0842048392923895,Healthy,0,0
2015-02-22,43,3__0,Team 3,Finishing,22,1,False,0.0749625698025171,Healthy,0,0
2015-02-23,44,3__0,Team 3,Finishing,23,1,False,0.2168587680398498,Watch,0,0
2015-02-24,45,3__0,Team 3,Finishing,24,1,False,0.2532618470339394,High Risk,1,0
2015-02-25,46,3__0,Team 3,Finishing,25,1,False,0.2002862727900426,Watch,0,0
2015-02-26,47,3__0,Team 3,Finishing,26,1,False,0.2365878128398863,High Risk,1,0
2015-02-28,48,3__0,Team 3,Finishing,27,1,False,0.2321021385298142,High Risk,1,0
2015-03-01,49,3__0,Team 3,Finishing,28,1,False,0.1509910693564556,Healthy,0,0
2015-03-02,50,3__0,Team 3,Finishing,29,2,False,0.1519935045131154,Healthy,0,0
2015-03-03,51,3__0,Team 3,Finishing,30,2,False,0.1974434608223337,Watch,0,0
2015-03-04,52,3__0,Team 3,Finishing,31,2,False,0.2310562032004697,High Risk,1,0
2015-03-05,53,3__0,Team 3,Finishing,32,2,False,0.1842702846105365,Watch,0,0
2015-03-08,55,3__0,Team 3,Finishing,33,2,False,0.2178236019474455,Watch,0,0
2015-03-09,56,3__0,Team 3,Finishing,34,2,False,0.0047330075024537,Healthy,0,0
2015-03-10,57,3__0,Team 3,Finishing,35,2,False,0.2271809213251452,High Risk,1,0
2015-03-11,58,3__0,Team 3,Finishing,36,2,False,0.2767568603202681,High Risk,1,0
2015-01-01,0,3__1,Team 3,Sewing,0,0,True,0.3800256046752425,High Risk,1,0
2015-01-03,1,3__1,Team 3,Sewing,1,0,True,0.3951500954955467,High Risk,1,0
2015-01-04,2,3__1,Team 3,Sewing,2,0,True,0.3424142320504558,High Risk,1,0
2015-01-05,3,3__1,Team 3,Sewing,3,0,True,0.3332093708193648,High Risk,1,0
2015-01-06,4,3__1,Team 3,Sewing,4,0,True,0.3587090918435298,High Risk,1,0
2015-01-07,5,3__1,Team 3,Sewing,5,0,True,0.3570725204858044,High Risk,1,0
2015-01-08,6,3__1,Team 3,Sewing,6,0,True,0.3681055553206234,High Risk,1,0
2015-01-10,7,3__1,Team 3,Sewing,7,0,True,0.3294208569751243,High Risk,1,0
2015-01-11,8,3__1,Team 3,Sewing,8,0,False,0.5710801676956846,High Risk,1,0
2015-01-12,9,3__1,Team 3,Sewing,9,0,False,0.5694187824679593,High Risk,1,0
2015-01-13,10,3__1,Team 3,Sewing,10,0,False,0.4165099321792923,High Risk,1,0
2015-01-15,12,3__1,Team 3,Sewing,11,0,False,0.2003062389917846,Watch,0,0
2015-01-17,13,3__1,Team 3,Sewing,12,0,False,0.2766325960653544,High Risk,1,0
2015-01-18,14,3__1,Team 3,Sewing,13,0,False,0.3065864503787039,High Risk,1,0
2015-01-19,15,3__1,Team 3,Sewing,14,0,False,0.2858129259106015,High Risk,1,0
2015-01-20,16,3__1,Team 3,Sewing,15,0,False,0.2832502702047708,High Risk,1,0
2015-01-21,17,3__1,Team 3,Sewing,16,0,False,0.2123198688848706,Watch,0,0
2015-01-22,18,3__1,Team 3,Sewing,17,0,False,0.2214109119449087,Watch,0,0
2015-01-24,19,3__1,Team 3,Sewing,18,0,False,0.226620455040659,Watch,0,0
2015-01-25,20,3__1,Team 3,Sewing,19,0,False,0.3104403582351347,High Risk,1,0
2015-01-26,21,3__1,Team 3,Sewing,20,0,False,0.2192081864788462,Watch,0,0
2015-01-27,22,3__1,Team 3,Sewing,21,0,False,0.0493226737670382,Healthy,0,0
2015-01-28,23,3__1,Team 3,Sewing,22,0,False,0.0555352752915024,Healthy,0,0
2015-01-29,24,3__1,Team 3,Sewing,23,0,False,0.0435290222872012,Healthy,0,0
2015-01-31,25,3__1,Team 3,Sewing,24,0,False,0.0281789464303969,Healthy,0,0
2015-02-01,26,3__1,Team 3,Sewing,25,0,False,0.0417485472852012,Healthy,0,0
2015-02-02,27,3__1,Team 3,Sewing,26,0,False,0.0680298136856081,Healthy,0,0
2015-02-03,28,3__1,Team 3,Sewing,27,0,False,0.0437673512163866,Healthy,0,0
2015-02-04,29,3__1,Team 3,Sewing,28,0,False,0.0285153793290821,Healthy,0,0
2015-02-05,30,3__1,Team 3,Sewing,29,0,False,0.0352744412095198,Healthy,0,0
2015-02-07,31,3__1,Team 3,Sewing,30,0,False,0.0358557323042154,Healthy,0,0
2015-02-08,32,3__1,Team 3,Sewing,31,0,False,0.059623758937419,Healthy,0,0
2015-02-09,33,3__1,Team 3,Sewing,32,0,False,0.2197565101492484,Watch,0,0
2015-02-10,34,3__1,Team 3,Sewing,33,0,False,0.0483265357112023,Healthy,0,0
2015-02-11,35,3__1,Team 3,Sewing,34,0,False,0.5040077086182054,High Risk,1,1
2015-02-12,36,3__1,Team 3,Sewing,35,0,False,0.1231323547049762,Healthy,0,0
2015-02-14,37,3__1,Team 3,Sewing,36,0,False,0.1236156112304035,Healthy,0,0
2015-02-15,38,3__1,Team 3,Sewing,37,0,False,0.2002844496477013,Watch,0,1
2015-02-16,39,3__1,Team 3,Sewing,38,0,False,0.1001961410916527,Healthy,0,0
2015-02-17,40,3__1,Team 3,Sewing,39,0,False,0.1964636971986423,Watch,0,0
2015-02-18,41,3__1,Team 3,Sewing,40,1,False,0.2033470368271644,Watch,0,0
2015-02-19,42,3__1,Team 3,Sewing,41,1,False,0.2645027658304698,High Risk,1,0
2015-02-22,43,3__1,Team 3,Sewing,42,1,False,0.2935808316606378,High Risk,1,0
2015-02-23,44,3__1,Team 3,Sewing,43,1,False,0.3019522778643078,High Risk,1,0
2015-02-24,45,3__1,Team 3,Sewing,44,1,False,0.2739424446444929,High Risk,1,0
2015-02-25,46,3__1,Team 3,Sewing,45,1,False,0.276648880756569,High Risk,1,0
2015-02-26,47,3__1,Team 3,Sewing,46,1,False,0.280641820566528,High Risk,1,0
2015-02-28,48,3__1,Team 3,Sewing,47,1,False,0.282374754089126,High Risk,1,0
2015-03-01,49,3__1,Team 3,Sewing,48,1,False,0.2766270104771371,High Risk,1,0
2015-03-02,50,3__1,Team 3,Sewing,49,2,False,0.2906306884315781,High Risk,1,0
2015-03-03,51,3__1,Team 3,Sewing,50,2,False,0.296466757143721,High Risk,1,0
2015-03-04,52,3__1,Team 3,Sewing,51,2,False,0.2157831829331835,Watch,0,0
2015-03-05,53,3__1,Team 3,Sewing,52,2,False,0.223204963599077,Watch,0,0
2015-03-07,54,3__1,Team 3,Sewing,53,2,False,0.2139707759557216,Watch,0,0
2015-03-08,55,3__1,Team 3,Sewing,54,2,False,0.2934569972694655,High Risk,1,0
2015-03-09,56,3__1,Team 3,Sewing,55,2,False,0.3068586040458317,High Risk,1,0
