feature,train_missing_fraction,train_unique_non_missing,train_dominant_fraction,drop,drop_reasons
505,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
506,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
507,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
508,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
509,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
510,0.0,1066,0.0018248175182481751,False,
511,0.0,442,0.5072992700729927,False,
512,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
513,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
514,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
515,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
516,0.7791970802919708,231,0.008264462809917356,True,high_missingness_in_train
517,0.7791970802919708,242,0.004132231404958678,True,high_missingness_in_train
518,0.7791970802919708,239,0.008264462809917356,True,high_missingness_in_train
519,0.3686131386861314,688,0.004335260115606936,False,
520,0.0,1082,0.0018248175182481751,False,
521,0.0,7,0.9881386861313869,False,
522,0.0,1095,0.0018248175182481751,False,
523,0.0,800,0.005474452554744526,False,
524,0.0,1081,0.0018248175182481751,False,
525,0.0,1084,0.0018248175182481751,False,
526,0.0,1072,0.002737226277372263,False,
527,0.0,1084,0.0018248175182481751,False,
528,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
529,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
530,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
531,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
532,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
533,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
534,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
535,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
536,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
537,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
538,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
539,0.004562043795620438,246,0.01466544454628781,False,
540,0.004562043795620438,249,0.00916590284142988,False,
541,0.004562043795620438,249,0.00916590284142988,False,
542,0.0018248175182481751,87,0.6718464351005484,False,
543,0.0018248175182481751,62,0.6727605118829981,False,
544,0.0018248175182481751,19,0.6873857404021938,False,
545,0.0018248175182481751,168,0.6663619744058501,False,
546,0.2125912408759124,748,0.09269988412514485,False,
547,0.2125912408759124,734,0.09269988412514485,False,
548,0.2125912408759124,709,0.09501738122827347,False,
549,0.2125912408759124,751,0.09269988412514485,False,
550,0.2125912408759124,589,0.09385863267670916,False,
551,0.2125912408759124,204,0.10428736964078796,False,
552,0.2125912408759124,705,0.09269988412514485,False,
553,0.2125912408759124,764,0.09269988412514485,False,
554,0.2125912408759124,730,0.09269988412514485,False,
555,0.2125912408759124,768,0.09269988412514485,False,
556,0.2125912408759124,760,0.09269988412514485,False,
557,0.2125912408759124,759,0.09269988412514485,False,
558,0.0009124087591240876,279,0.023744292237442923,False,
559,0.0009124087591240876,298,0.015525114155251141,False,
560,0.0009124087591240876,273,0.01643835616438356,False,
561,0.0009124087591240876,307,0.015525114155251141,False,
562,0.23448905109489052,628,0.2395709177592372,False,
563,0.23448905109489052,571,0.2395709177592372,False,
564,0.23448905109489052,461,0.2395709177592372,False,
565,0.23448905109489052,573,0.2395709177592372,False,
566,0.23448905109489052,632,0.2395709177592372,False,
567,0.23448905109489052,477,0.2395709177592372,False,
568,0.23448905109489052,637,0.2395709177592372,False,
569,0.23448905109489052,638,0.2395709177592372,False,
570,0.0,707,0.011861313868613138,False,
571,0.0,708,0.011861313868613138,False,
572,0.0,467,0.014598540145985401,False,
573,0.0,657,0.011861313868613138,False,
574,0.0,715,0.010948905109489052,False,
575,0.0,534,0.012773722627737226,False,
576,0.0,709,0.010948905109489052,False,
577,0.0,733,0.010948905109489052,False,
578,0.6304744525547445,252,0.012345679012345678,True,high_missingness_in_train
579,0.6304744525547445,200,0.022222222222222223,True,high_missingness_in_train
580,0.6304744525547445,105,0.0345679012345679,True,high_missingness_in_train
581,0.6304744525547445,400,0.014814814814814815,True,high_missingness_in_train
582,0.0009124087591240876,165,0.019178082191780823,False,
583,0.0009124087591240876,205,0.01643835616438356,False,
584,0.0009124087591240876,61,0.06118721461187215,False,
585,0.0009124087591240876,1069,0.0018264840182648401,False,
586,0.0009124087591240876,252,0.025570776255707764,False,
587,0.0009124087591240876,200,0.031050228310502283,False,
588,0.0009124087591240876,106,0.03561643835616438,False,
589,0.0009124087591240876,401,0.025570776255707764,False,
