feature,split,rows,train_q1,train_q3,train_iqr,iqr_multiplier,train_lower_bound,train_upper_bound,split_min,split_max,extreme_value_count,extreme_value_percent
133,train,1096,1000.7826,1008.7232,7.940600000000018,3.0,976.9608,1032.545,980.451,1018.1556,0,0.0
133,validation,235,1000.7826,1008.7232,7.940600000000018,3.0,976.9608,1032.545,989.4811,1020.9944,0,0.0
133,test,236,1000.7826,1008.7232,7.940600000000018,3.0,976.9608,1032.545,984.0379,1016.6978,0,0.0
181,train,1096,0.3779999999999999,0.6940000000000001,0.31600000000000017,3.0,-0.5700000000000006,1.6420000000000006,0.093,3.573,1,0.09124087591240876
181,validation,235,0.3779999999999999,0.6940000000000001,0.31600000000000017,3.0,-0.5700000000000006,1.6420000000000006,0.152,1.022,0,0.0
181,test,236,0.3779999999999999,0.6940000000000001,0.31600000000000017,3.0,-0.5700000000000006,1.6420000000000006,0.1669999999999999,1.122,0,0.0
199,train,1096,6.83,11.13,4.300000000000001,3.0,-6.070000000000002,24.03,2.78,390.12,76,6.934306569343065
199,validation,235,6.83,11.13,4.300000000000001,3.0,-6.070000000000002,24.03,3.85,37.3,8,3.404255319148936
199,test,236,6.83,11.13,4.300000000000001,3.0,-6.070000000000002,24.03,2.77,250.0,37,15.677966101694915
453,train,1096,3.73755,6.961875,3.224325,3.0,-5.935424999999999,16.63485,0.9037,34.4902,1,0.09124087591240876
453,validation,235,3.73755,6.961875,3.224325,3.0,-5.935424999999999,16.63485,1.4924,10.3071,0,0.0
453,test,236,3.73755,6.961875,3.224325,3.0,-5.935424999999999,16.63485,1.6316,10.9846,0,0.0
339,train,1096,7.590475,10.4358,2.8453250000000008,3.0,-0.9455000000000027,18.971775,2.2001,85.0637,6,0.5474452554744526
339,validation,235,7.590475,10.4358,2.8453250000000008,3.0,-0.9455000000000027,18.971775,4.8644,12.279000000000002,0,0.0
339,test,236,7.590475,10.4358,2.8453250000000008,3.0,-0.9455000000000027,18.971775,2.3543,197.4988,2,0.847457627118644
416,train,1096,2.6887,3.93,1.2413000000000003,3.0,-1.035200000000001,7.653900000000001,1.6652,9.5826,1,0.09124087591240876
416,validation,235,2.6887,3.93,1.2413000000000003,3.0,-1.035200000000001,7.653900000000001,1.3996,9.69,1,0.425531914893617
416,test,236,2.6887,3.93,1.2413000000000003,3.0,-1.035200000000001,7.653900000000001,0.0,9.69,3,1.271186440677966
197,train,1096,17.17,21.4725,4.302499999999998,3.0,4.262500000000006,34.379999999999995,9.22,252.87,6,0.5474452554744526
197,validation,235,17.17,21.4725,4.302499999999998,3.0,4.262500000000006,34.379999999999995,10.01,30.68,0,0.0
197,test,236,17.17,21.4725,4.302499999999998,3.0,4.262500000000006,34.379999999999995,9.75,108.43,2,0.847457627118644
66,train,1096,698.87825,714.7229,15.844650000000001,3.0,651.3443,762.25685,643.9097,770.6084,2,0.18248175182481752
66,validation,235,698.87825,714.7229,15.844650000000001,3.0,651.3443,762.25685,690.4449,728.6046,0,0.0
66,test,236,698.87825,714.7229,15.844650000000001,3.0,651.3443,762.25685,632.4226,737.8334,2,0.847457627118644
124,train,1096,15.74,15.9,0.16000000000000014,3.0,15.26,16.380000000000003,15.51,16.1,0,0.0
124,validation,235,15.74,15.9,0.16000000000000014,3.0,15.26,16.380000000000003,15.57,15.93,0,0.0
124,test,236,15.74,15.9,0.16000000000000014,3.0,15.26,16.380000000000003,15.43,15.93,0,0.0
270,train,1096,24.5517,31.9114,7.3597,3.0,2.4726,53.9905,15.5471,99.7297,16,1.4598540145985401
270,validation,235,24.5517,31.9114,7.3597,3.0,2.4726,53.9905,15.5471,110.2954,3,1.2765957446808511
270,test,236,24.5517,31.9114,7.3597,3.0,2.4726,53.9905,15.9558,158.526,5,2.1186440677966103
557,train,1096,1.27515,1.8156,0.5404500000000001,3.0,-0.3462000000000003,3.4369500000000004,0.1646,54.2917,8,0.7299270072992701
557,validation,235,1.27515,1.8156,0.5404500000000001,3.0,-0.3462000000000003,3.4369500000000004,0.2206,2.8079,0,0.0
557,test,236,1.27515,1.8156,0.5404500000000001,3.0,-0.3462000000000003,3.4369500000000004,0.3877,3.4673,1,0.423728813559322
123,train,1096,15.78,15.91,0.13000000000000078,3.0,15.389999999999997,16.300000000000004,15.17,16.1,5,0.4562043795620438
123,validation,235,15.78,15.91,0.13000000000000078,3.0,15.389999999999997,16.300000000000004,15.57,16.04,0,0.0
123,test,236,15.78,15.91,0.13000000000000078,3.0,15.389999999999997,16.300000000000004,15.54,15.94,0,0.0
577,train,1096,11.3685,16.9589,5.590400000000001,3.0,-5.402700000000001,33.7301,4.582,96.9601,57,5.200729927007299
577,validation,235,11.3685,16.9589,5.590400000000001,3.0,-5.402700000000001,33.7301,6.3789,96.9601,13,5.531914893617022
577,test,236,11.3685,16.9589,5.590400000000001,3.0,-5.402700000000001,33.7301,7.9688,72.1057,6,2.542372881355932
558,train,1096,0.9533,0.9895,0.03620000000000001,3.0,0.8447,1.0981,0.8919,1.5121,71,6.478102189781022
558,validation,235,0.9533,0.9895,0.03620000000000001,3.0,0.8447,1.0981,0.9237,1.401,9,3.8297872340425534
558,test,236,0.9533,0.9895,0.03620000000000001,3.0,0.8447,1.0981,0.906,1.5079,20,8.474576271186441
469,train,1096,4.847075,6.00085,1.1537749999999996,3.0,1.3857500000000016,9.462174999999998,2.6009,77.8007,6,0.5474452554744526
469,validation,235,4.847075,6.00085,1.1537749999999996,3.0,1.3857500000000016,9.462174999999998,2.8461,8.4756,0,0.0
469,test,236,4.847075,6.00085,1.1537749999999996,3.0,1.3857500000000016,9.462174999999998,2.7249,29.847,2,0.847457627118644
551,train,1096,0.96,1.33,0.3700000000000001,3.0,-0.15000000000000036,2.4400000000000004,0.12,39.33,12,1.094890510948905
551,validation,235,0.96,1.33,0.3700000000000001,3.0,-0.15000000000000036,2.4400000000000004,0.16,2.25,0,0.0
551,test,236,0.96,1.33,0.3700000000000001,3.0,-0.15000000000000036,2.4400000000000004,0.3,2.83,1,0.423728813559322
554,train,1096,0.393725,0.547825,0.15410000000000001,3.0,-0.06857500000000005,1.010125,0.052,17.4781,14,1.2773722627737227
554,validation,235,0.393725,0.547825,0.15410000000000001,3.0,-0.06857500000000005,1.010125,0.068,0.9926,0,0.0
554,test,236,0.393725,0.547825,0.15410000000000001,3.0,-0.06857500000000005,1.010125,0.1182,1.0286,1,0.423728813559322
302,train,1096,0.2863,0.4649,0.17859999999999998,3.0,-0.24949999999999994,1.0007,0.1118,2.6881,3,0.2737226277372263
302,validation,235,0.2863,0.4649,0.17859999999999998,3.0,-0.24949999999999994,1.0007,0.1323,5.1549,1,0.425531914893617
302,test,236,0.2863,0.4649,0.17859999999999998,3.0,-0.24949999999999994,1.0007,0.1167,0.8093,0,0.0
280,train,1096,0.0139999999999999,0.0212,0.0072000000000001,3.0,-0.0076000000000004,0.042800000000000296,0.0073,0.0755,20,1.8248175182481752
280,validation,235,0.0139999999999999,0.0212,0.0072000000000001,3.0,-0.0076000000000004,0.042800000000000296,0.0077,0.0409,0,0.0
280,test,236,0.0139999999999999,0.0212,0.0072000000000001,3.0,-0.0076000000000004,0.042800000000000296,0.0077,0.0533,2,0.847457627118644
317,train,1096,0.117125,0.22055,0.10342499999999999,3.0,-0.19314999999999996,0.530825,0.0283,1.0034,1,0.09124087591240876
317,validation,235,0.117125,0.22055,0.10342499999999999,3.0,-0.19314999999999996,0.530825,0.0484,0.4041,0,0.0
317,test,236,0.117125,0.22055,0.10342499999999999,3.0,-0.19314999999999996,0.530825,0.0528,0.3327,0,0.0
100,train,1096,-0.0002,0.0002,0.0004,3.0,-0.0014000000000000002,0.0014000000000000002,-0.003,0.0023,6,0.5474452554744526
100,validation,235,-0.0002,0.0002,0.0004,3.0,-0.0014000000000000002,0.0014000000000000002,-0.0023,0.0022,2,0.851063829787234
100,test,236,-0.0002,0.0002,0.0004,3.0,-0.0014000000000000002,0.0014000000000000002,-0.0007,0.0015,1,0.423728813559322
130,train,1096,0.699725,0.8079999999999999,0.1082749999999999,3.0,0.37490000000000034,1.1328249999999995,0.5325,0.8884,0,0.0
130,validation,235,0.699725,0.8079999999999999,0.1082749999999999,3.0,0.37490000000000034,1.1328249999999995,0.5013,0.8826,0,0.0
130,test,236,0.699725,0.8079999999999999,0.1082749999999999,3.0,0.37490000000000034,1.1328249999999995,0.4199,0.8781,0,0.0
385,train,1096,0.0062,0.0083,0.0021000000000000003,3.0,-0.00010000000000000113,0.014600000000000002,0.0,0.1147,136,12.408759124087592
385,validation,235,0.0062,0.0083,0.0021000000000000003,3.0,-0.00010000000000000113,0.014600000000000002,0.0,0.0202,7,2.978723404255319
385,test,236,0.0062,0.0083,0.0021000000000000003,3.0,-0.00010000000000000113,0.014600000000000002,0.0,0.2073,10,4.237288135593221
167,train,1096,0.9,1.4,0.4999999999999999,3.0,-0.5999999999999995,2.8999999999999995,0.3,8.8,4,0.36496350364963503
167,validation,235,0.9,1.4,0.4999999999999999,3.0,-0.5999999999999995,2.8999999999999995,0.4,16.3,2,0.851063829787234
167,test,236,0.9,1.4,0.4999999999999999,3.0,-0.5999999999999995,2.8999999999999995,0.3,2.5,0,0.0
408,train,1096,4.0918,5.7953,1.7035,3.0,-1.0187,10.9058,2.7378,26.1022,29,2.645985401459854
408,validation,235,4.0918,5.7953,1.7035,3.0,-1.0187,10.9058,2.7481,28.7326,4,1.702127659574468
408,test,236,4.0918,5.7953,1.7035,3.0,-1.0187,10.9058,2.7378,44.31,7,2.9661016949152543
135,train,1096,90.75,128.0,37.25,3.0,-21.0,239.75,58.0,593.0,29,2.645985401459854
135,validation,235,90.75,128.0,37.25,3.0,-21.0,239.75,58.0,634.0,4,1.702127659574468
135,test,236,90.75,128.0,37.25,3.0,-21.0,239.75,59.0,994.0,7,2.9661016949152543
188,train,1096,24.224,56.76475000000001,32.54075,3.0,-73.39825,154.387,6.613,191.83,1,0.09124087591240876
188,validation,235,24.224,56.76475000000001,32.54075,3.0,-73.39825,154.387,11.013,106.831,0,0.0
188,test,236,24.224,56.76475000000001,32.54075,3.0,-73.39825,154.387,10.505,102.365,0,0.0
359,train,1096,0.0136,0.0251,0.011500000000000002,3.0,-0.020900000000000002,0.0596,0.0079,0.0888,1,0.09124087591240876
359,validation,235,0.0136,0.0251,0.011500000000000002,3.0,-0.020900000000000002,0.0596,0.0095,0.0527,0,0.0
359,test,236,0.0136,0.0251,0.011500000000000002,3.0,-0.020900000000000002,0.0596,0.0076,0.0527,0,0.0
63,train,1096,10.616475,16.485950000000003,5.869475000000003,3.0,-6.991950000000012,34.094375000000014,3.0204,188.0923,10,0.9124087591240876
63,validation,235,10.616475,16.485950000000003,5.869475000000003,3.0,-6.991950000000012,34.094375000000014,1.6591,22.2982,0,0.0
63,test,236,10.616475,16.485950000000003,5.869475000000003,3.0,-6.991950000000012,34.094375000000014,3.15,37.2708,2,0.847457627118644
145,train,1096,0.04795,0.07435,0.0264,3.0,-0.031249999999999993,0.15355,0.0214,0.2507,21,1.916058394160584
145,validation,235,0.04795,0.07435,0.0264,3.0,-0.031249999999999993,0.15355,0.0251,0.1657,2,0.851063829787234
145,test,236,0.04795,0.07435,0.0264,3.0,-0.031249999999999993,0.15355,0.0223,0.2449,2,0.847457627118644
344,train,1096,18.5046,29.137525,10.632925,3.0,-13.394175,61.0363,2.056,58.2421,0,0.0
344,validation,235,18.5046,29.137525,10.632925,3.0,-13.394175,61.0363,3.9231,50.6289,0,0.0
344,test,236,18.5046,29.137525,10.632925,3.0,-13.394175,61.0363,3.8144,59.3241,0,0.0
333,train,1096,5.447274999999999,6.5565750000000005,1.109300000000001,3.0,2.1193749999999962,9.884475000000004,2.8372,90.5159,6,0.5474452554744526
333,validation,235,5.447274999999999,6.5565750000000005,1.109300000000001,3.0,2.1193749999999962,9.884475000000004,3.4017,8.4201,0,0.0
333,test,236,5.447274999999999,6.5565750000000005,1.109300000000001,3.0,2.1193749999999962,9.884475000000004,3.1742,27.829,6,2.542372881355932
477,train,1096,4.3150249999999994,7.044275000000001,2.7292500000000013,3.0,-3.8727250000000053,15.232025000000005,1.6872,289.8264,13,1.186131386861314
477,validation,235,4.3150249999999994,7.044275000000001,2.7292500000000013,3.0,-3.8727250000000053,15.232025000000005,1.942,14.089,0,0.0
477,test,236,4.3150249999999994,7.044275000000001,2.7292500000000013,3.0,-3.8727250000000053,15.232025000000005,2.3731,76.9317,2,0.847457627118644
480,train,1096,55.49827500000001,101.140575,45.64229999999999,3.0,-81.42862499999998,238.067475,8.8406,221.9747,0,0.0
480,validation,235,55.49827500000001,101.140575,45.64229999999999,3.0,-81.42862499999998,238.067475,10.2807,146.9915,0,0.0
480,test,236,55.49827500000001,101.140575,45.64229999999999,3.0,-81.42862499999998,238.067475,10.3862,174.2145,0,0.0
126,train,1096,2.58,2.8595,0.2795000000000001,3.0,1.7414999999999998,3.6980000000000004,2.34,3.991,18,1.6423357664233578
126,validation,235,2.58,2.8595,0.2795000000000001,3.0,1.7414999999999998,3.6980000000000004,2.378,3.2110000000000003,0,0.0
126,test,236,2.58,2.8595,0.2795000000000001,3.0,1.7414999999999998,3.6980000000000004,2.438,3.811,5,2.1186440677966103
208,train,1096,57.974999999999994,91.65075,33.67575000000001,3.0,-43.05225000000003,192.67800000000003,5.359,172.34900000000002,0,0.0
208,validation,235,57.974999999999994,91.65075,33.67575000000001,3.0,-43.05225000000003,192.67800000000003,11.083,163.121,0,0.0
208,test,236,57.974999999999994,91.65075,33.67575000000001,3.0,-43.05225000000003,192.67800000000003,10.943,160.234,0,0.0
90,train,1096,8563.434925,9060.35995,496.92502500000046,3.0,7072.659849999998,10551.135025000001,7397.31,10746.6,1,0.09124087591240876
90,validation,235,8563.434925,9060.35995,496.92502500000046,3.0,7072.659849999998,10551.135025000001,7406.64,10653.5,2,0.851063829787234
90,test,236,8563.434925,9060.35995,496.92502500000046,3.0,7072.659849999998,10551.135025000001,7946.64,10206.58,0,0.0
198,train,1096,0.298,0.68925,0.39125000000000004,3.0,-0.87575,1.863,0.094,10.017,7,0.6386861313868614
198,validation,235,0.298,0.68925,0.39125000000000004,3.0,-0.87575,1.863,0.12,1.4780000000000002,0,0.0
198,test,236,0.298,0.68925,0.39125000000000004,3.0,-0.87575,1.863,0.09,4.424,2,0.847457627118644
40,train,1096,73.32,79.47,6.150000000000006,3.0,54.869999999999976,97.92000000000002,1.4340000000000002,85.4,168,15.328467153284672
40,validation,235,73.32,79.47,6.150000000000006,3.0,54.869999999999976,97.92000000000002,4.14,84.4,43,18.29787234042553
40,test,236,73.32,79.47,6.150000000000006,3.0,54.869999999999976,97.92000000000002,2.126,86.12,24,10.169491525423728
460,train,1096,20.4162,35.595,15.178799999999999,3.0,-25.1202,81.1314,8.1933,149.3851,4,0.36496350364963503
460,validation,235,20.4162,35.595,15.178799999999999,3.0,-25.1202,81.1314,9.4643,73.4752,0,0.0
460,test,236,20.4162,35.595,15.178799999999999,3.0,-25.1202,81.1314,7.9534,75.3229,0,0.0
201,train,1096,4.887499999999999,9.274999999999999,4.387499999999999,3.0,-8.274999999999999,22.437499999999996,0.0,58.46,8,0.7299270072992701
201,validation,235,4.887499999999999,9.274999999999999,4.387499999999999,3.0,-8.274999999999999,22.437499999999996,2.73,23.05,1,0.425531914893617
201,test,236,4.887499999999999,9.274999999999999,4.387499999999999,3.0,-8.274999999999999,22.437499999999996,1.75,126.53,3,1.271186440677966
202,train,1096,5.871500000000001,11.3915,5.52,3.0,-10.688499999999998,27.9515,0.0,178.877,9,0.8211678832116789
202,validation,235,5.871500000000001,11.3915,5.52,3.0,-10.688499999999998,27.9515,3.029,29.35,1,0.425531914893617
202,test,236,5.871500000000001,11.3915,5.52,3.0,-10.688499999999998,27.9515,3.434,490.561,2,0.847457627118644
205,train,1096,6.33,10.372499999999999,4.042499999999999,3.0,-5.797499999999996,22.499999999999993,2.3,320.05,13,1.186131386861314
205,validation,235,6.33,10.372499999999999,4.042499999999999,3.0,-5.797499999999996,22.499999999999993,2.9,21.24,0,0.0
205,test,236,6.33,10.372499999999999,4.042499999999999,3.0,-5.797499999999996,22.499999999999993,3.47,105.93,2,0.847457627118644
563,train,1096,0.615075,0.7471,0.13202499999999995,3.0,0.2190000000000002,1.1431749999999998,0.3049,1.2988,3,0.2737226277372263
563,validation,235,0.615075,0.7471,0.13202499999999995,3.0,0.2190000000000002,1.1431749999999998,0.4964,1.0799,0,0.0
563,test,236,0.615075,0.7471,0.13202499999999995,3.0,0.2190000000000002,1.1431749999999998,0.5446,0.9914,0,0.0
479,train,1096,2.6984,3.633625,0.935225,3.0,-0.10727500000000001,6.439299999999999,0.6459,63.3336,7,0.6386861313868614
479,validation,235,2.6984,3.633625,0.935225,3.0,-0.10727500000000001,6.439299999999999,1.5989,5.0069,0,0.0
479,test,236,2.6984,3.633625,0.935225,3.0,-0.10727500000000001,6.439299999999999,0.9886,47.9577,2,0.847457627118644
43,train,1096,350.969525,360.9916,10.02207500000003,3.0,320.9032999999999,391.0578250000001,342.7545,377.2973,0,0.0
43,validation,235,350.969525,360.9916,10.02207500000003,3.0,320.9032999999999,391.0578250000001,345.2382,367.8345,0,0.0
43,test,236,350.969525,360.9916,10.02207500000003,3.0,320.9032999999999,391.0578250000001,343.9136,376.4691,0,0.0
